"","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"237","Pawcatuck",1248,2021-02-15,"Emma Paton",NA,2021-02-15 10:06:00,2021-02-15 11:06:00,"beaver","chewed stick","N",1899-12-31 10:15:00,"1","stream","2","1",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"238","Pawcatuck",1248,2021-02-15,"Emma Paton",NA,2021-02-15 10:06:00,2021-02-15 11:06:00,"otter","track","N",1899-12-31 10:33:00,"2","stream","2","1",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"239","Pawcatuck",1248,2021-02-15,"Amy Mayer",NA,2021-02-15 10:07:00,2021-02-15 11:07:00,"beaver","chewed veg","N",1899-12-31 10:16:00,"1","stream","3","4",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"240","Pawcatuck",1248,2021-02-15,"Amy Mayer",NA,2021-02-15 10:07:00,2021-02-15 11:07:00,"muskrat","lodge","N",1899-12-31 10:23:00,"2","stream","3","4",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"241","Pawcatuck",1248,2021-02-15,"Amy Mayer",NA,2021-02-15 10:07:00,2021-02-15 11:07:00,"beaver","track","Y",1899-12-31 10:25:00,"3","stream","3","4",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"242","Pawcatuck",1248,2021-02-15,"Amy Mayer",NA,2021-02-15 10:07:00,2021-02-15 11:07:00,"beaver","chewed veg","N",1899-12-31 10:31:00,"4","stream","3","4",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"243","Pawcatuck",1248,2021-02-15,"Amy Mayer",NA,2021-02-15 10:07:00,2021-02-15 11:07:00,"otter","tracks/scat","Y",1899-12-31 11:00:00,"5","stream","3","4",NA,NA,"foot",0.0833333333333333,0,0,0,0,0.916666666666667
"244","Pawcatuck",1652,2021-02-15,"Emma Paton",NA,2021-02-15 11:24:00,2021-02-15 12:07:00,"beaver","chewed stick","N",1899-12-31 11:33:00,"3","pond edge","2","1",NA,NA,"foot",0.0697674418604651,0,0,0,0,0.930232558139535
"245","Pawcatuck",1652,2021-02-15,"Emma Paton",NA,2021-02-15 11:24:00,2021-02-15 12:07:00,"beaver","chewed stick","N",1899-12-31 11:44:00,"4","pond edge","2","1",NA,NA,"foot",0.0697674418604651,0,0,0,0,0.930232558139535
"246","Pawcatuck",1652,2021-02-15,"Amy Mayer",NA,2021-02-15 11:25:00,2021-02-15 12:06:00,"muskrat","stripped veg","N",1899-12-31 11:33:00,"6","pond/forest","3","4",NA,NA,"foot",0.195121951219512,0,0,0,0,0.804878048780488
"247","Pawcatuck",1652,2021-02-15,"Amy Mayer",NA,2021-02-15 11:25:00,2021-02-15 12:06:00,"muskrat","tracks","Y",1899-12-31 11:36:00,"7","pond/forest","3","4",NA,NA,"foot",0.195121951219512,0,0,0,0,0.804878048780488
"248","Pawcatuck",361,2021-02-17,"John Crockett",NA,2021-02-17 09:40:00,2021-02-17 10:37:00,"?","scat","N",1899-12-31 09:57:00,"1","emergent marsh","4","5",NA,NA,"foot",0.649122807017544,0,0,0,0,0.350877192982456
"249","Pawcatuck",361,2021-02-17,"Richard Mercer",NA,2021-02-17 09:40:00,2021-02-17 10:38:00,"beaver","stump","N",1899-12-31 09:44:00,"1","forested swamp","2","2",NA,NA,"foot",0.258620689655172,0,0,0,0,0.741379310344828
"250","Pawcatuck",361,2021-02-17,"Richard Mercer",NA,2021-02-17 09:40:00,2021-02-17 10:38:00,"beaver","stump","N",1899-12-31 10:03:00,"2","forested swamp","2","2",NA,NA,"foot",0.258620689655172,0,0,0,0,0.741379310344828
"251","Pawcatuck",361,2021-02-17,"Richard Mercer",NA,2021-02-17 09:40:00,2021-02-17 10:38:00,"muskrat","chewed veg","N",1899-12-31 10:19:00,"3","Shrub swamp","2","2",NA,NA,"foot",0.258620689655172,0,0,0,0,0.741379310344828
"252","Pawcatuck",361,2021-02-17,"Richard Mercer",NA,2021-02-17 09:40:00,2021-02-17 10:38:00,"beaver","stump","N",1899-12-31 10:34:00,"4","forested swamp","2","2",NA,NA,"foot",0.258620689655172,0,0,0,0,0.741379310344828
"253","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 11:15:00,"2","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"254","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","chewed stick","Y",1899-12-31 11:16:00,"3","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"255","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","dam","Y",1899-12-31 11:22:00,"4","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"256","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","dam","Y",1899-12-31 11:26:00,"5","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"257","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","chewed stick","N",1899-12-31 11:26:00,"6","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"258","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","chewed stick","Y",1899-12-31 11:36:00,"7","Shrub swamp","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"259","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","chewed stick","N",1899-12-31 11:49:00,"8","pond edge","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"260","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","lodge","Y",1899-12-31 11:53:00,"9","stream","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"261","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 12:00:00,"10","stream","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"262","Pawcatuck",2000,2021-02-17,"John Crockett",NA,2021-02-17 11:14:00,2021-02-17 12:07:00,"beaver","chewed stick","N",1899-12-31 12:05:00,NA,"stream","4","5",NA,NA,"foot",0.0188679245283019,0,0,0,0,0.981132075471698
"263","Pawcatuck",2000,2021-02-17,"Richard Mercer",NA,2021-02-17 11:15:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 11:24:00,"5","pond edge","2","2",NA,NA,"foot",0,0,0,0,0,1
"264","Pawcatuck",2000,2021-02-17,"Richard Mercer",NA,2021-02-17 11:15:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 11:33:00,"6","pond edge","2","2",NA,NA,"foot",0,0,0,0,0,1
"265","Pawcatuck",2000,2021-02-17,"Richard Mercer",NA,2021-02-17 11:15:00,2021-02-17 12:07:00,"beaver","stripped veg","N",1899-12-31 11:42:00,"7","pond edge","2","2",NA,NA,"foot",0,0,0,0,0,1
"266","Pawcatuck",2000,2021-02-17,"Richard Mercer",NA,2021-02-17 11:15:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 11:46:00,"8","pond edge","2","2",NA,NA,"foot",0,0,0,0,0,1
"267","Pawcatuck",2000,2021-02-17,"Richard Mercer",NA,2021-02-17 11:15:00,2021-02-17 12:07:00,"beaver","stump","N",1899-12-31 11:58:00,"9","pond edge","2","2",NA,NA,"foot",0,0,0,0,0,1
"268","Pawcatuck",3681,2021-02-17,"Amy Mayer",NA,2021-02-17 13:00:00,2021-02-17 14:46:00,NA,NA,NA,NA,NA,"Shrub swamp","1","4",NA,NA,"foot",0,0.282608695652174,0,0,0,0.717391304347826
"269","Pawcatuck",3681,2021-02-17,"Emma Paton",NA,2021-02-17 13:01:00,2021-02-17 13:45:00,NA,NA,NA,NA,NA,NA,"3","1",NA,NA,"foot",0,0.386363636363636,0,0,0,0.613636363636364
"270","Pawcatuck",3798,2021-02-17,"Amy Mayer",NA,2021-02-17 11:54:00,2021-02-17 12:43:00,"?","tracks","Y",1899-12-31 12:22:00,"1,2","forested swamp","1","4",NA,NA,"foot",0,0,0,0,0,1
"271","Pawcatuck",3798,2021-02-17,"Emma Paton",NA,2021-02-17 11:53:00,2021-02-17 12:45:00,NA,NA,NA,NA,NA,NA,"3","1",NA,NA,"foot",0,0,0,0,0,1
"272","Quinebaug",1807,2021-02-17,"Emma Paton",NA,2021-02-17 10:17:00,2021-02-17 11:14:00,"otter?","Track","Y",1899-12-31 10:44:00,"1,2","Stream","3","1",NA,NA,"foot",0,0,0,0,0,1
"273","Quinebaug",1807,2021-02-17,"Amy Mayer",NA,2021-02-17 10:17:00,2021-02-17 11:17:00,NA,NA,NA,NA,NA,"forested swamp","1","4",NA,NA,"foot",0,0,0,0,0,1
"274","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"beaver","chewed veg","N",1899-12-31 11:06:00,"1","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"275","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"?","den","Y",1899-12-31 11:09:00,"2,3","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"276","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"otter","shells","N",1899-12-31 11:22:00,"4","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"277","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"beaver","chewed veg","N",1899-12-31 11:34:00,"5","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"278","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"muskrat","chewed veg","N",1899-12-31 11:41:00,"6","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"279","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"otter","tracks","Y",1899-12-31 11:50:00,"7","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"280","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"beaver","chewed veg","Y",1899-12-31 11:57:00,"8","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"281","Pawcatuck",320,2021-02-22,"Amy Mayer","beaver",2021-02-22 11:01:00,2021-02-22 12:07:00,"beaver","castor mound","Y",1899-12-31 12:02:00,"9,10","river","2","3",NA,NA,"kayak",0.696969696969697,0,0,0,0,0.303030303030303
"282","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","chewed stick","N",1899-12-31 11:01:00,"1","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"283","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","chewed root","Y",1899-12-31 11:02:00,"2","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"284","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","girdled tree","N",1899-12-31 11:04:00,"3","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"285","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","chewed stick","N",1899-12-31 11:11:00,NA,"river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"286","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"muskrat","scat","N",1899-12-31 11:17:00,"4,5","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"287","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","chewed stick","N",1899-12-31 11:25:00,NA,"river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"288","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"?","tracks","Y",1899-12-31 11:31:00,"6,7","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"289","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"beaver","chewed stick","N",1899-12-31 11:38:00,NA,"river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"290","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"muskrat","tracks","Y",1899-12-31 11:42:00,"8,9,10","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"291","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"otter","opened mollusk shell","N",1899-12-31 11:53:00,"11","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"292","Pawcatuck",320,2021-02-22,"John Crockett",NA,2021-02-22 11:00:00,2021-02-22 12:06:00,"?","tracks","Y",1899-12-31 12:00:00,"44548","river","4","5",NA,NA,"kayak",0.621212121212121,0,0,0,0,0.378787878787879
"293","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","chewed stick","N",1899-12-31 10:45:00,NA,"stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"294","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","stripped veg","Y",1899-12-31 10:52:00,"1","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"295","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","chewed stick","Y",1899-12-31 10:55:00,"2","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"296","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","stump","N",1899-12-31 11:06:00,"3","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"297","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"muskrat","chewed veg","N",1899-12-31 11:24:00,"4","pond","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"298","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","lodge","N",1899-12-31 11:29:00,"5","pond","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"299","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","chewed stick","N",1899-12-31 12:00:00,"6","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"300","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"beaver","chewed stick","N",1899-12-31 12:12:00,"7","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"301","Pawcatuck",3622,2021-02-23,"John Crockett","beaver",2021-02-23 10:45:00,2021-02-23 12:39:00,"otter","track","Y",1899-12-31 12:17:00,"8,9,10,11","stream","2","3",NA,NA,"kayak",0.263157894736842,0.254385964912281,0,0,0,0.482456140350877
"302","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","N",1899-12-31 10:46:00,"1","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"303","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","Y",1899-12-31 10:48:00,"2","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"304","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"?","chewed stick","N",1899-12-31 10:51:00,"3","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"305","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"otter","tracks","Y",1899-12-31 10:58:00,"4,5,6","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"306","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed trees","N",1899-12-31 11:00:00,"7","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"307","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"?","scat","N",1899-12-31 11:13:00,"8","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"308","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","N",1899-12-31 11:16:00,"9","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"309","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","N",1899-12-31 11:27:00,"10","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"310","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","Y",1899-12-31 11:45:00,"11","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"311","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"muskrat","chewed cattail","Y",1899-12-31 11:57:00,"12","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"312","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"muskrat","chewed veg","Y",1899-12-31 12:01:00,"13","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"313","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","Y",1899-12-31 12:08:00,"14","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"314","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"fisher","tracks","Y",1899-12-31 12:33:00,"15","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"315","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"otter","tracks","Y",1899-12-31 12:38:00,"16","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"316","Pawcatuck",3622,2021-02-23,"Kylie Rezendes",NA,2021-02-23 10:44:00,2021-02-23 12:57:00,"beaver","chewed stick","Y",1899-12-31 12:50:00,"17","stream","4","5",NA,NA,"kayak",0.240601503759398,0.180451127819549,0,0,0,0.578947368421053
"317","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stump","N",1899-12-31 11:32:00,"2","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"318","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stump","N",1899-12-31 11:42:00,"3","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"319","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stripped veg","N",1899-12-31 11:55:00,"4","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"320","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stump","N",1899-12-31 11:59:00,"5","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"321","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stump","N",1899-12-31 12:15:00,"6","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"322","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stripped veg","N",1899-12-31 12:25:00,"7","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"323","Quinebaug",9630,2021-02-24,"Richard Mercer",NA,2021-02-24 11:24:00,2021-02-24 12:45:00,"beaver","stump","N",1899-12-31 12:29:00,"8","forested swamp","3","4",NA,NA,"foot",0.037037037037037,0,0,0,0,0.962962962962963
"324","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","stump","N",1899-12-31 11:31:00,"2","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"325","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","dam","N",1899-12-31 11:34:00,"3","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"326","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"?","Track","Y",1899-12-31 11:36:00,"4","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"327","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"otter","scat","N",1899-12-31 11:39:00,"5","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"328","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","chewed bark","Y",1899-12-31 11:44:00,"6","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"329","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"otter","latrine","Y",1899-12-31 11:46:00,"7,8,9","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"330","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","dam","N",1899-12-31 11:53:00,"10","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"331","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"?","Track","Y",1899-12-31 11:58:00,"11,12,13","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"332","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"muskrat","Track","Y",1899-12-31 12:03:00,"14","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"333","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","stump","Y",1899-12-31 12:07:00,"15","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"334","Quinebaug",9630,2021-02-24,"John Crockett","Beaver",2021-02-24 11:25:00,2021-02-24 12:25:00,"beaver","lodge","Y",1899-12-31 12:08:00,"16","Pond edge","2","1",NA,NA,"foot",0.183333333333333,0,0,0,0,0.816666666666667
"335","Quinebaug",10122,2021-02-24,"Emma Paton",NA,2021-02-24 12:59:00,2021-02-24 13:52:00,"beaver","stump","N",1899-12-31 13:03:00,"7","Pond edge","1","5",NA,NA,"foot",0.0943396226415094,0,0,0,0,0.905660377358491
"336","Quinebaug",10122,2021-02-24,"Amy Mayer",NA,2021-02-24 13:01:00,2021-02-24 13:51:00,"beaver","chewed stick","N",1899-12-31 13:03:00,"14","Pond edge","4","3",NA,NA,"foot",0,0,0,0,0,1
"337","Quinebaug",10122,2021-02-24,"Amy Mayer",NA,2021-02-24 13:01:00,2021-02-24 13:51:00,"beaver","chewed stick","N",1899-12-31 13:18:00,"15","shrub swamp","4","3",NA,NA,"foot",0,0,0,0,0,1
"338","Quinebaug",10122,2021-02-24,"Amy Mayer",NA,2021-02-24 13:01:00,2021-02-24 13:51:00,"beaver","chewed stick","N",1899-12-31 13:39:00,"16","shrub swamp","4","3",NA,NA,"foot",0,0,0,0,0,1
"339","Quinebaug",10122,2021-02-24,"Emma Paton",NA,2021-02-24 12:59:00,2021-02-24 13:52:00,"beaver","chewed sticks","N",1899-12-31 13:19:00,"8","Pond edge","1","5",NA,NA,"foot",0.0943396226415094,0,0,0,0,0.905660377358491
"340","Quinebaug",10122,2021-02-24,"Emma Paton",NA,2021-02-24 12:59:00,2021-02-24 13:52:00,"beaver","stump","N",1899-12-31 13:30:00,"9","Pond edge","1","5",NA,NA,"foot",0.0943396226415094,0,0,0,0,0.905660377358491
"341","Quinebaug",10157,2021-02-24,"Richard Mercer",NA,2021-02-24 10:37:00,2021-02-24 11:00:00,"beaver","stripped veg","Y",1899-12-31 10:52:00,"1","Stream","3","4",NA,NA,"foot",0,0,0,0,0,1
"342","Quinebaug",10157,2021-02-24,"John Crockett","Beaver",2021-02-24 10:35:00,2021-02-24 10:59:00,"?","chewed veg","Y",1899-12-31 10:54:00,"1","Stream","2","1",NA,NA,"foot",0,0,0,0,0,1
"343","Quinebaug",10392,2021-02-24,"Emma Paton",NA,2021-02-24 10:47:00,2021-02-24 11:41:00,"beaver","stump","N",1899-12-31 10:57:00,"1","Pond edge","1","5",NA,NA,"foot",0.0925925925925926,0,0,0,0,0.907407407407407
