"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","Sign.Type","Fresh","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","Day","TTD","YMax","BStrm","BFresh","BSwamp","BImp","BSalt","BForest"
"329","Narragansett Bay",122,"2022-01-06","Justin Moore",2022-01-06 11:43:00,2022-01-06 12:23:00,NA,NA,NA,"N","Foot",0,0.3,0.025,0,0,0.675,3.4,19,0,5,NA,40,2,0,2.00883815934229,1.92039228331509,0,12.0718133144539
"330","Narragansett Bay",123,"2022-01-14","John Crockett",2022-01-14 09:33:00,2022-01-14 10:15:00,"Otter","Latrine","N","N","Foot",0.261904761904762,0.357142857142857,0,0,0.0714285714285714,0.30952380952381,3.2,100,2.1,13,34,42,NA,9.92907864268954,2.78133429838662,3.09551765611442,0,0
"331","Narragansett Bay",123,"2022-01-14","Justin Moore",2022-01-14 09:38:00,2022-01-14 10:24:00,"Other","scat","N","N","Foot",0.108695652173913,0,0,0,0.0217391304347826,0.869565217391304,3.3,100,2.1,13,21,46,NA,9.92907864268954,2.78133429838662,3.09551765611442,0,0
"332","Narragansett Bay",123,"2022-01-14","Justin Moore",2022-01-14 09:38:00,2022-01-14 10:24:00,"Beaver","chewed stick","Y","N","Foot",0.108695652173913,0,0,0,0.0217391304347826,0.869565217391304,3.3,100,2.1,13,37,46,NA,9.92907864268954,2.78133429838662,3.09551765611442,0,0
"333","Narragansett Bay",123,"2022-07-06","John Crockett",2022-07-06 11:22:00,2022-07-06 12:06:00,"Other","scat","Y","N","walking",0.340909090909091,0.272727272727273,0,0,0,0.386363636363636,25.1,23,3.2,186,21,44,NA,9.92907864268954,2.78133429838662,3.09551765611442,0,0
"334","Narragansett Bay",123,"2022-07-06","Jess Burr",2022-07-06 11:20:00,2022-07-06 12:03:00,"Muskrat","scat","Y","N","walking",0.627906976744186,0.209302325581395,0,0,0,0.162790697674419,25.1,23,3.2,186,26,43,NA,9.92907864268954,2.78133429838662,3.09551765611442,0,0
"335","Narragansett Bay",125,"2022-01-14","John Crockett",2022-01-14 10:42:00,2022-01-14 11:04:00,"Other","track","Y","N","Foot",0,0,0,0,0,1,3.3,100,2.1,13,16,22,4,0,0,6.65362289271932,0,1.35874778996163
"336","Narragansett Bay",125,"2022-01-14","Justin Moore",2022-01-14 10:55:00,2022-01-14 11:18:00,"Muskrat","scat","N","N","Foot",0,0,0.0952380952380952,0,0,0.904761904761905,3.5,100,2.1,13,9,23,4,0,0,6.65362289271932,0,1.35874778996163
"337","Narragansett Bay",127,"2022-01-06","John Crockett",2022-01-06 11:13:00,2022-01-06 11:28:00,NA,NA,NA,"N","Foot",0.133333333333333,0,0.4,0,0,0.466666666666667,2.3,14,0,5,NA,15,3,0,0,17.0047383891564,0,18.7724362939064
"338","Narragansett Bay",127,"2022-01-06","Justin Moore",2022-01-06 11:16:00,2022-01-06 11:31:00,NA,NA,NA,"N","Foot",0.2,0,0.133333333333333,0,0,0.666666666666667,2.3,14,0,5,NA,15,3,0,0,17.0047383891564,0,18.7724362939064
"339","Narragansett Bay",129,"2022-02-16","Justin Moore",2022-02-16 09:13:00,2022-02-16 09:36:00,NA,NA,NA,"N","Foot",0.260869565217391,0,0,0,0.173913043478261,0.565217391304348,-5.3,36,0,46,NA,23,NA,19.0662215749065,0,0.819065857170332,0,0.66708681971228
"340","Narragansett Bay",129,"2022-02-16","John Crockett",2022-02-16 09:12:00,2022-02-16 09:35:00,"Beaver","chewed stick","N","Y","Foot",0.478260869565217,0,0,0,0.260869565217391,0.260869565217391,-5.3,36,0,46,15,23,NA,19.0662215749065,0,0.819065857170332,0,0.66708681971228
"341","Narragansett Bay",134,"2022-04-04","Justin Moore",2022-04-04 12:47:00,2022-04-04 12:54:00,NA,NA,NA,"N","Kayak",0,0,0,0,0,0,8.8,100,0.3,93,NA,7,1,0,0,21.5892318154835,3.61475561031813,2.90404128186367
"342","Narragansett Bay",134,"2022-04-04","John Crockett",2022-04-04 12:46:00,2022-04-04 12:53:00,NA,NA,NA,"N","Kayak",0,0,0,0,0,0,8.8,100,0.3,93,NA,7,1,0,0,21.5892318154835,3.61475561031813,2.90404128186367
"343","Narragansett Bay",148,"2022-01-10","Justin Moore",2022-01-10 13:57:00,2022-01-10 14:07:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-1.6,100,0.6,9,NA,10,2,0,0,0,0,9.08360542637702
"344","Narragansett Bay",148,"2022-01-10","John Crockett",2022-01-10 13:56:00,2022-01-10 14:07:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-1.6,100,0.6,9,NA,11,2,0,0,0,0,9.08360542637702
"345","Narragansett Bay",149,"2022-01-10","Justin Moore",2022-01-10 13:32:00,2022-01-10 13:47:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-1.6,100,0.6,9,NA,15,2,0,0,0,0,3.39015985598046
"346","Narragansett Bay",149,"2022-01-10","John Crockett",2022-01-10 13:38:00,2022-01-10 13:49:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-1.6,100,0.6,9,NA,11,2,0,0,0,0,3.39015985598046
"347","Narragansett Bay",151,"2022-01-10","Justin Moore",2022-01-10 13:04:00,2022-01-10 13:29:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-2,100,0.6,9,NA,25,1,0,0,0,0,18.4636888669208
"348","Narragansett Bay",151,"2022-01-10","John Crockett",2022-01-10 13:04:00,2022-01-10 13:29:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-2,100,0.6,9,NA,25,1,0,0,0,0,18.4636888669208
"349","Narragansett Bay",153,"2022-01-24","Justin Moore",2022-01-24 10:51:00,2022-01-24 11:36:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,-2.1,51,0.8,23,NA,45,1,0,0,0,0,49.3948857244128
"350","Narragansett Bay",153,"2022-01-24","John Crockett",2022-01-24 10:50:00,2022-01-24 11:24:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,-2.1,51,0.8,23,NA,34,1,0,0,0,0,49.3948857244128
"351","Narragansett Bay",162,"2022-01-10","Justin Moore",2022-01-10 12:09:00,2022-01-10 12:57:00,"Beaver","chewed stick","Y","Y","Foot",0.0208333333333333,0,0,0,0,0.979166666666667,-2.3,100,0.6,9,8,48,NA,32.4440302479365,0,0,0,0
"352","Narragansett Bay",162,"2022-01-10","Justin Moore",2022-01-10 12:09:00,2022-01-10 12:57:00,"Otter","Latrine","N","Y","Foot",0.0208333333333333,0,0,0,0,0.979166666666667,-2.3,100,0.6,9,25,48,NA,32.4440302479365,0,0,0,0
"353","Narragansett Bay",162,"2022-01-10","John Crockett",2022-01-10 12:09:00,2022-01-10 12:57:00,"Beaver","chewed stick","N","Y","Foot",0.125,0,0,0,0,0.875,-2.3,100,0.6,9,4,48,NA,32.4440302479365,0,0,0,0
"355","Narragansett Bay",162,"2022-01-10","John Crockett",2022-01-10 12:09:00,2022-01-10 12:57:00,"Otter","Latrine","Y","Y","Foot",0.125,0,0,0,0,0.875,-2.3,100,0.6,9,11,48,NA,32.4440302479365,0,0,0,0
"356","Narragansett Bay",162,"2022-01-10","John Crockett",2022-01-10 12:09:00,2022-01-10 12:57:00,"Otter","track","Y","Y","Foot",0.125,0,0,0,0,0.875,-2.3,100,0.6,9,NA,48,NA,32.4440302479365,0,0,0,0
"359","Narragansett Bay",162,"2022-06-24","John Crockett",2022-06-24 11:43:00,2022-06-24 12:34:00,NA,NA,NA,"N","walking",0.196078431372549,0,0,0,0,0.803921568627451,22.6,60,0.3,174,NA,51,NA,32.4440302479365,0,0,0,0
"360","Narragansett Bay",162,"2022-06-24","Jess Burr",2022-06-24 11:44:00,2022-06-24 12:33:00,"Beaver","chewed stick","N","N","walking",0.36734693877551,0,0,0,0,0.63265306122449,22.6,60,0.3,174,4,49,NA,32.4440302479365,0,0,0,0
"363","Narragansett Bay",162,"2022-06-24","Jess Burr",2022-06-24 11:44:00,2022-06-24 12:33:00,"Otter","crayfish bones","Y","N","walking",0.36734693877551,0,0,0,0,0.63265306122449,22.6,60,0.3,174,NA,49,NA,32.4440302479365,0,0,0,0
"364","Narragansett Bay",167,"2022-02-14","John Crockett",2022-02-14 11:22:00,2022-02-14 12:06:00,NA,NA,NA,"Y","Foot",0,0.909090909090909,0,0,0,0.0909090909090909,-7.9,18,3.2,44,NA,44,3,2.64845066881283,38.3751360561667,0,0,0
"365","Narragansett Bay",167,"2022-02-14","Justin Moore",2022-02-14 11:20:00,2022-02-14 12:00:00,NA,NA,NA,"Y","Foot",0,0.75,0,0,0.025,0.225,-7.9,18,3.2,44,NA,40,3,2.64845066881283,38.3751360561667,0,0,0
"366","Narragansett Bay",167,"2022-06-23","John Crockett",2022-06-23 11:30:00,2022-06-23 12:04:00,NA,NA,NA,"N","kayak",0.6,0.342857142857143,0,0,0,0.0571428571428571,19.9,9,0.9,173,NA,34,3,2.64845066881283,38.3751360561667,0,0,0
"367","Narragansett Bay",167,"2022-06-23","Jess Burr",2022-06-23 11:29:00,2022-06-23 12:03:00,"Muskrat","scat","Y","N","kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,173,17,34,3,2.64845066881283,38.3751360561667,0,0,0
"368","Narragansett Bay",167,"2022-06-23","Jess Burr",2022-06-23 11:29:00,2022-06-23 12:03:00,"Beaver","chewed stick","N","N","kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,173,20,34,3,2.64845066881283,38.3751360561667,0,0,0
"369","Narragansett Bay",168,"2022-01-31","Justin Moore",2022-01-31 10:17:00,2022-01-31 11:00:00,NA,NA,NA,"N","Foot",0,0.302325581395349,0,0.0232558139534884,0,0.674418604651163,-12.6,0,0,30,NA,43,NA,0,10.8689496648884,10.7274076483363,0,1.11373149386911
"370","Narragansett Bay",168,"2022-01-31","John Crockett",2022-01-31 10:18:00,2022-01-31 10:36:00,NA,NA,NA,"Y","Foot",0,0.666666666666667,0,0,0,0.333333333333333,-12.6,0,0,30,NA,18,NA,0,10.8689496648884,10.7274076483363,0,1.11373149386911
"371","Narragansett Bay",175,"2022-01-11","Justin Moore",2022-01-11 13:13:00,2022-01-11 13:32:00,NA,NA,NA,"N","Foot",0,0,0.421052631578947,0,0,0.578947368421053,-9.9,26,0,10,NA,19,NA,1.70444619877612,0,0,0,1.58788128889875
"372","Narragansett Bay",175,"2022-01-11","John Crockett",2022-01-11 13:11:00,2022-01-11 13:29:00,NA,NA,NA,"N","Foot",0,0,0.5,0,0,0.5,-9.9,26,0,10,NA,18,NA,1.70444619877612,0,0,0,1.58788128889875
"373","Narragansett Bay",176,"2022-01-24","Justin Moore",2022-01-24 09:39:00,2022-01-24 09:59:00,NA,NA,NA,"N","Foot",0.25,0,0.05,0,0,0.7,-3.3,40,0.8,23,NA,20,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493
"374","Narragansett Bay",176,"2022-01-24","John Crockett",2022-01-24 09:39:00,2022-01-24 09:55:00,"Otter","Latrine","N","N","Foot",0.25,0,0.0625,0,0,0.6875,-3.3,40,0.8,23,28,16,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493
"375","Narragansett Bay",176,"2022-06-28","Jess Burr",2022-06-28 11:50:00,2022-06-28 11:56:00,NA,NA,NA,"N","kayak",1,0,0,0,0,0,22.2,10,0,178,NA,6,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493
"376","Narragansett Bay",176,"2022-06-28","John Crockett",2022-06-28 11:51:00,2022-06-28 12:02:00,"Muskrat","scat","Y","N","kayak",0.818181818181818,0,0,0,0,0.181818181818182,22.2,10,0,178,10,11,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493
"377","Narragansett Bay",187,"2022-04-05","Justin Moore",2022-04-05 13:32:00,2022-04-05 13:41:00,NA,NA,NA,"N","Kayak",NA,NA,NA,NA,NA,NA,13.6,43,0,94,NA,9,NA,0,0,3.62596527278083,9.73019781031747,0
"378","Narragansett Bay",187,"2022-04-05","John Crockett",2022-04-05 13:32:00,2022-04-05 13:41:00,NA,NA,NA,"N","Kayak",NA,NA,NA,NA,NA,NA,13.6,43,0,94,NA,9,NA,0,0,3.62596527278083,9.73019781031747,0
"379","Narragansett Bay",189,"2022-03-23","Justin Moore",2022-03-23 12:06:00,2022-03-23 12:28:00,NA,NA,NA,"N","Kayak",0,0.611111111111111,0,0,0,0.388888888888889,5.6,30,0,81,NA,22,1,0,0,0,12.1658079533455,0
"380","Narragansett Bay",189,"2022-03-23","John Crockett",2022-03-23 12:07:00,2022-03-23 12:28:00,"Other","scat","Y","N","Kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,81,5,21,1,0,0,0,12.1658079533455,0
"381","Narragansett Bay",199,"2022-01-20","Justin Moore",2022-01-20 12:59:00,2022-01-20 13:37:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,0.7,100,6.8,19,NA,38,2,0,0,0,0,44.6123662268349
"382","Narragansett Bay",199,"2022-01-20","John Crockett",2022-01-20 12:56:00,2022-01-20 13:31:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,0.7,100,6.8,19,NA,35,2,0,0,0,0,44.6123662268349
"383","Narragansett Bay",199,"2022-08-05","John Crockett",2022-08-05 11:05:00,2022-08-05 11:28:00,NA,NA,NA,"N","Walking",0,0,0,0,0,1,28.9,19,0.2,216,NA,23,2,0,0,0,0,44.6123662268349
"384","Narragansett Bay",199,"2022-08-05","Jess Burr",2022-08-05 11:08:00,2022-08-05 11:31:00,NA,NA,NA,"N","walking",0,0,0,0,0,1,28.9,19,0.2,216,NA,23,2,0,0,0,0,44.6123662268349
"385","Narragansett Bay",200,"2022-01-20","Justin Moore",2022-01-20 12:24:00,2022-01-20 12:45:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,0.9,100,6.8,19,NA,21,1,0,0,0,0,57.0762054391229
"386","Narragansett Bay",200,"2022-01-20","John Crockett",2022-01-20 12:22:00,2022-01-20 12:42:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,0.9,100,6.8,19,NA,20,1,0,0,0,0,57.0762054391229
"387","Narragansett Bay",200,"2022-08-05","John Crockett",2022-08-05 10:23:00,2022-08-05 10:39:00,NA,NA,NA,"N","Walking",0,0,0,0,0,1,27,38,0.2,216,NA,16,1,0,0,0,0,57.0762054391229
"388","Narragansett Bay",200,"2022-08-05","Jess Burr",2022-08-05 10:25:00,2022-08-05 10:42:00,NA,NA,NA,"N","walking",0,0,0,0,0,1,26.9,38,0.2,216,NA,17,1,0,0,0,0,57.0762054391229
"389","Pawtuxet",202,"2022-02-15","Justin Moore",2022-02-15 10:49:00,2022-02-15 11:13:00,"Beaver","chewed stick","N","N","Foot",0,0.916666666666667,0,0,0,0.0833333333333333,-10.8,0,0,45,10,24,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875
"390","Pawtuxet",202,"2022-02-15","John Crockett",2022-02-15 10:48:00,2022-02-15 11:17:00,"Beaver","chewed stick","N","Y","Foot",0,0.862068965517241,0,0,0,0.137931034482759,-10.8,0,0,45,13,29,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875
"392","Pawtuxet",202,"2022-06-27","Jess Burr",2022-06-27 12:42:00,2022-06-27 13:18:00,"Beaver","chewed stick","N","N","walking",0,0.916666666666667,0,0,0,0.0833333333333333,22.5,80,14.7,177,16,36,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875
"394","Pawtuxet",202,"2022-06-27","John Crockett",2022-06-27 12:42:00,2022-06-27 13:18:00,"Beaver","chewed stick","N","N","walking",0,0.916666666666667,0,0,0,0.0833333333333333,22.5,80,14.7,177,10,36,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875
"396","Pawtuxet",203,"2022-02-15","Justin Moore",2022-02-15 10:18:00,2022-02-15 10:37:00,"Beaver","chewed stick","N","N","Foot",0,0,0,0.315789473684211,0,0.684210526315789,-13.1,0,0,45,18,19,NA,0,1.48706707088284,2.19457045677897,0,7.00063910132808
"397","Pawtuxet",203,"2022-02-15","John Crockett",2022-02-15 10:21:00,2022-02-15 10:38:00,"Beaver","chewed stick","N","Y","Foot",0,0.235294117647059,0,0.176470588235294,0,0.588235294117647,-13.1,0,0,45,14,17,NA,0,1.48706707088284,2.19457045677897,0,7.00063910132808
"398","Pawtuxet",203,"2022-06-27","Jess Burr",2022-06-27 12:02:00,2022-06-27 12:20:00,NA,NA,NA,"N","walking",0,0,0,0.444444444444444,0,0.555555555555556,21.6,60,14.7,177,NA,18,NA,0,1.48706707088284,2.19457045677897,0,7.00063910132808
"399","Pawtuxet",203,"2022-06-27","John Crockett",2022-06-27 12:15:00,2022-06-27 12:21:00,NA,NA,NA,"N",NA,0,0,0,0,0,1,21.6,60,14.7,177,NA,6,NA,0,1.48706707088284,2.19457045677897,0,7.00063910132808
"400","Pawtuxet",205,"2022-03-03","Justin Moore",2022-03-03 11:08:00,2022-03-03 11:44:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,1.4,0,2.4,61,NA,36,1,0,0,0,0,17.3243267153685
"401","Pawtuxet",205,"2022-03-03","John Crockett",2022-03-03 11:11:00,2022-03-03 11:45:00,"Beaver","chewed stick","N","N","Foot",0.0294117647058824,0,0,0,0,0.970588235294118,1.4,0,2.4,61,20,34,1,0,0,0,0,17.3243267153685
"402","Pawtuxet",205,"2022-08-10","John Crockett",2022-08-10 15:23:00,2022-08-10 15:45:00,"Otter","Latrine","N","N","Walking",0,0,0,0,0,1,26.3,100,1.1,221,1,22,1,0,0,0,0,17.3243267153685
"403","Pawtuxet",205,"2022-08-10","Jess Burr",2022-08-10 15:22:00,2022-08-10 15:44:00,"Otter","Latrine","N","N","walking",0,0,0,0,0,1,26.3,100,1.1,221,1,22,1,0,0,0,0,17.3243267153685
"404","Pawtuxet",206,"2022-03-03","Justin Moore",2022-03-03 13:13:00,2022-03-03 13:37:00,NA,NA,NA,"N","Foot",0,0.75,0,0,0,0.25,3,7,2.4,61,NA,24,4,5.02780907366718,0,0,0,37.0233467125368
"405","Pawtuxet",206,"2022-03-03","John Crockett",2022-03-03 13:16:00,2022-03-03 14:00:00,"Beaver","chewed stick","Y","N","Foot",0,0.909090909090909,0,0,0,0.0909090909090909,3,7,2.4,61,1,44,4,5.02780907366718,0,0,0,37.0233467125368
"406","Pawtuxet",206,"2022-03-03","John Crockett",2022-03-03 13:16:00,2022-03-03 14:00:00,"Beaver","dam","Y","N","Foot",0,0.909090909090909,0,0,0,0.0909090909090909,3,7,2.4,61,6,44,4,5.02780907366718,0,0,0,37.0233467125368
"408","Pawtuxet",206,"2022-03-03","John Crockett",2022-03-03 13:16:00,2022-03-03 14:00:00,"Beaver","chewed tree","Y","N","Foot",0,0.909090909090909,0,0,0,0.0909090909090909,3,7,2.4,61,21,44,4,5.02780907366718,0,0,0,37.0233467125368
"411","Pawtuxet",206,"2022-06-29","Jess Burr",2022-06-29 13:48:00,2022-06-29 14:19:00,"Beaver","chewed stick","N","N","kayak",0,1,0,0,0,0,25.9,47,0,179,2,31,4,5.02780907366718,0,0,0,37.0233467125368
"412","Pawtuxet",206,"2022-06-29","Jess Burr",2022-06-29 13:48:00,2022-06-29 14:19:00,"Beaver","Lodge","N","N","kayak",0,1,0,0,0,0,25.9,47,0,179,3,31,4,5.02780907366718,0,0,0,37.0233467125368
"414","Pawtuxet",206,"2022-06-29","Jess Burr",2022-06-29 13:48:00,2022-06-29 14:19:00,"Muskrat","scat","Y","N","kayak",0,1,0,0,0,0,25.9,47,0,179,22,31,4,5.02780907366718,0,0,0,37.0233467125368
"417","Pawtuxet",206,"2022-06-29","Jess Burr",2022-06-29 13:48:00,2022-06-29 14:19:00,"Beaver","dam","N","N","kayak",0,1,0,0,0,0,25.9,47,0,179,27,31,4,5.02780907366718,0,0,0,37.0233467125368
"418","Pawtuxet",206,"2022-06-29","John Crockett",2022-06-29 13:48:00,2022-06-29 14:19:00,"Beaver","chewed stick","N","N","kayak",0,1,0,0,0,0,25.9,47,0,179,2,31,4,5.02780907366718,0,0,0,37.0233467125368
"419","Pawtuxet",206,"2022-06-29","John Crockett",2022-06-29 13:48:00,2022-06-29 14:19:00,"Beaver","dam","Y","N","kayak",0,1,0,0,0,0,25.9,47,0,179,11,31,4,5.02780907366718,0,0,0,37.0233467125368
"420","Pawtuxet",206,"2022-06-29","John Crockett",2022-06-29 13:48:00,2022-06-29 14:19:00,"Muskrat","scat","Y","N","kayak",0,1,0,0,0,0,25.9,47,0,179,13,31,4,5.02780907366718,0,0,0,37.0233467125368
"421","Pawtuxet",206,"2022-06-29","John Crockett",2022-06-29 13:48:00,2022-06-29 14:19:00,"Otter","Latrine","N","N","kayak",0,1,0,0,0,0,25.9,47,0,179,17,31,4,5.02780907366718,0,0,0,37.0233467125368
"424","Pawtuxet",207,"2022-03-03","Justin Moore",2022-03-03 12:24:00,2022-03-03 12:45:00,NA,NA,NA,"N","Foot",0,0,0,0,0,1,2.5,5,2.4,61,NA,21,4,0,0,1.26873441194837,0,7.28627879595455
"425","Pawtuxet",207,"2022-03-03","John Crockett",2022-03-03 12:27:00,2022-03-03 12:48:00,"Beaver","chewed stick","N","N","Foot",0,0,0,0,0,1,2.5,5,2.4,61,5,21,4,0,0,1.26873441194837,0,7.28627879595455
"427","Pawtuxet",207,"2022-07-04","Jess Burr",2022-07-04 12:04:00,2022-07-04 12:41:00,"Beaver","chewed stick","N","N","walking",0,0,0,0,0,1,25.8,5,0,184,10,37,4,0,0,1.26873441194837,0,7.28627879595455
"431","Pawtuxet",207,"2022-07-04","John Crockett",2022-07-04 12:02:00,2022-07-04 12:40:00,"Beaver","chewed stick","N","N","walking",0,0,0,0,0,1,25.8,5,0,184,5,38,4,0,0,1.26873441194837,0,7.28627879595455
"432","Pawtuxet",207,"2022-07-04","John Crockett",2022-07-04 12:02:00,2022-07-04 12:40:00,"Otter","Latrine","N","N","walking",0,0,0,0,0,1,25.8,5,0,184,8,38,4,0,0,1.26873441194837,0,7.28627879595455
"433","Pawtuxet",207,"2022-07-04","John Crockett",2022-07-04 12:02:00,2022-07-04 12:40:00,"Other","tracks","Y","N","walking",0,0,0,0,0,1,25.8,5,0,184,15,38,4,0,0,1.26873441194837,0,7.28627879595455
"434","Pawtuxet",207,"2022-07-04","John Crockett",2022-07-04 12:02:00,2022-07-04 12:40:00,"Beaver","chewed tree","N","N","walking",0,0,0,0,0,1,25.8,5,0,184,23,38,4,0,0,1.26873441194837,0,7.28627879595455
"436","Pawtuxet",208,"2022-03-22","Justin Moore",2022-03-22 11:04:00,2022-03-22 12:01:00,"Beaver","chewed stick","N","N","Foot",0.263157894736842,0,0,0,0,0.736842105263158,4.3,0,0,80,16,57,4,7.43004466520391,0,0,0,14.1656157231915
"437","Pawtuxet",208,"2022-03-22","Justin Moore",2022-03-22 11:04:00,2022-03-22 12:01:00,"Beaver","dam","N","N","Foot",0.263157894736842,0,0,0,0,0.736842105263158,4.3,0,0,80,18,57,4,7.43004466520391,0,0,0,14.1656157231915
"439","Pawtuxet",208,"2022-03-22","Justin Moore",2022-03-22 11:04:00,2022-03-22 12:01:00,"Other","scat","N","N","Foot",0.263157894736842,0,0,0,0,0.736842105263158,4.3,0,0,80,35,57,4,7.43004466520391,0,0,0,14.1656157231915
"441","Pawtuxet",208,"2022-03-22","John Crockett",2022-03-22 11:05:00,2022-03-22 12:05:00,"Beaver","chewed stick","N","N","Foot",NA,NA,NA,NA,NA,NA,5.1,0,0,80,10,60,4,7.43004466520391,0,0,0,14.1656157231915
"443","Pawtuxet",208,"2022-03-22","John Crockett",2022-03-22 11:05:00,2022-03-22 12:05:00,"Otter","Latrine","N","N","Foot",NA,NA,NA,NA,NA,NA,5.1,0,0,80,20,60,4,7.43004466520391,0,0,0,14.1656157231915
"444","Pawtuxet",208,"2022-03-22","John Crockett",2022-03-22 11:05:00,2022-03-22 12:05:00,"Beaver","dam","N","N","Foot",NA,NA,NA,NA,NA,NA,5.1,0,0,80,23,60,4,7.43004466520391,0,0,0,14.1656157231915
"446","Pawtuxet",208,"2022-03-22","John Crockett",2022-03-22 11:05:00,2022-03-22 12:05:00,"Muskrat","scat","N","N","Foot",NA,NA,NA,NA,NA,NA,5.1,0,0,80,38,60,4,7.43004466520391,0,0,0,14.1656157231915
"447","Pawtuxet",208,"2022-03-22","John Crockett",2022-03-22 11:05:00,2022-03-22 12:05:00,"Beaver","Lodge","N","N","Foot",NA,NA,NA,NA,NA,NA,5.1,0,0,80,42,60,4,7.43004466520391,0,0,0,14.1656157231915
"448","Pawtuxet",208,"2022-07-13","Jess Burr",2022-07-13 10:35:00,2022-07-13 11:16:00,"Beaver","chewed stick","N","N","walking",0.195121951219512,0,0,0,0,0.804878048780488,26.9,1,0,193,21,41,4,7.43004466520391,0,0,0,14.1656157231915
"449","Pawtuxet",208,"2022-07-13","Jess Burr",2022-07-13 10:35:00,2022-07-13 11:16:00,"Beaver","dam","N","N","walking",0.195121951219512,0,0,0,0,0.804878048780488,26.9,1,0,193,25,41,4,7.43004466520391,0,0,0,14.1656157231915
"450","Pawtuxet",208,"2022-07-13","Jess Burr",2022-07-13 10:35:00,2022-07-13 11:16:00,"Other","tracks","Y","N","walking",0.195121951219512,0,0,0,0,0.804878048780488,26.9,1,0,193,32,41,4,7.43004466520391,0,0,0,14.1656157231915
"451","Pawtuxet",208,"2022-07-13","John Crockett",2022-07-13 10:36:00,2022-07-13 11:16:00,"Beaver","chewed stick","N","N","walking",0.3,0,0,0,0,0.7,26.9,1,0,193,19,40,4,7.43004466520391,0,0,0,14.1656157231915
"452","Pawtuxet",208,"2022-07-13","John Crockett",2022-07-13 10:36:00,2022-07-13 11:16:00,"Beaver","dam","N","N","walking",0.3,0,0,0,0,0.7,26.9,1,0,193,22,40,4,7.43004466520391,0,0,0,14.1656157231915
"454","Pawtuxet",208,"2022-07-13","John Crockett",2022-07-13 10:36:00,2022-07-13 11:16:00,"Other","track","Y","N","walking",0.3,0,0,0,0,0.7,26.9,1,0,193,29,40,4,7.43004466520391,0,0,0,14.1656157231915
"455","Pawtuxet",208,"2022-07-13","John Crockett",2022-07-13 10:36:00,2022-07-13 11:16:00,"Otter","Latrine","Y","N","walking",0.3,0,0,0,0,0.7,26.9,1,0,193,51,40,4,7.43004466520391,0,0,0,14.1656157231915
"456","Pawtuxet",209,"2022-02-07","Justin Moore",2022-02-07 12:38:00,2022-02-07 13:02:00,"Beaver","chewed stick","N","Y","Foot",0,0,0,0,0,1,1.9,100,7.1,37,NA,24,3,0,0,0.118133180586387,0,29.7080597090855
"457","Pawtuxet",209,"2022-02-07","John Crockett",2022-02-07 12:39:00,2022-02-07 13:05:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,1.9,100,7.1,37,NA,26,3,0,0,0.118133180586387,0,29.7080597090855
"458","Pawtuxet",209,"2022-07-13","Jess Burr",2022-07-13 13:04:00,2022-07-13 13:24:00,"Otter","Latrine","N","N","walking",0,0,0,0,0,1,30.8,0,0,193,12,20,3,0,0,0.118133180586387,0,29.7080597090855
"459","Pawtuxet",209,"2022-07-13","John Crockett",2022-07-13 13:05:00,2022-07-13 13:24:00,"Otter","Latrine","N","N","walking",0,0,0,0,0,1,30.8,0,0,193,11,19,3,0,0,0.118133180586387,0,29.7080597090855
"460","Pawtuxet",210,"2022-02-07","Justin Moore",2022-02-07 12:02:00,2022-02-07 12:35:00,NA,NA,NA,"Y","Foot",0,0.272727272727273,0,0,0,0.727272727272727,1.4,100,7.1,37,NA,33,1,0,0,2.21412307892649,0,19.8214248212447
"461","Pawtuxet",210,"2022-02-07","John Crockett",2022-02-07 12:03:00,2022-02-07 12:35:00,"Other","track","Y","Y","Foot",0,0.28125,0,0,0,0.71875,1.4,100,7.1,37,17,32,1,0,0,2.21412307892649,0,19.8214248212447
