"","X","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Veg","Camera","GPS","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","lon","lat","Temp","cloudcover","Precip"
"832",79,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","porcupine?","chewed pine","Y","1899-12-31 13:02:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",80,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","beaver","lodge","N","1899-12-31 13:05:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",81,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","porcupine?","chewed pine","Y","1899-12-31 13:13:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",82,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","muskrat","stripped veg","Y","1899-12-31 13:29:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",83,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","?","dirt/scat","N","1899-12-31 13:53:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",84,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","?","run","N","1899-12-31 14:03:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",85,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","beaver","girdled tree","N","1899-12-31 14:05:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",86,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","otter","slide","N","1899-12-31 14:07:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",87,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","beaver","stripped stick","Y","1899-12-31 14:12:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",88,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","beaver","chewed stick","Y","1899-12-31 14:12:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",89,"Quinebaug",6221,"2021-01-22","Emerson Paton","Beaver","2021-01-22 12:39:00","2021-01-22 14:20:00","otter","run","N","1899-12-31 14:14:00","Stream","yellow","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",90,"Quinebaug",6824,"2021-01-22","John Crockett","Beaver","2021-01-22 10:54:00","2021-01-22 11:14:00","beaver","chewed stick","N","1899-12-31 10:56:00","Pond edge","Silver","2",NA,"foot",0.1,0,0,0,0,0.9,-71.7701584753,41.6968748532,0.1,22,0.8
"844",91,"Quinebaug",6824,"2021-01-22","John Crockett","Beaver","2021-01-22 10:54:00","2021-01-22 11:14:00","beaver","chewed stick","Y","1899-12-31 11:06:00","Pond edge","Silver","2",NA,"foot",0.1,0,0,0,0,0.9,-71.7701584753,41.6968748532,0.1,22,0.8
"845",92,"Quinebaug",6824,"2021-01-22","Emerson Paton",NA,"2021-01-22 10:52:00","2021-01-22 11:20:00","beaver","chewed stick",NA,"1899-12-31 10:59:00","Pond edge","yellow","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",93,"Quinebaug",6824,"2021-01-22","Emerson Paton",NA,"2021-01-22 10:52:00","2021-01-22 11:20:00","beaver","chewed stick",NA,"1899-12-31 11:03:00","Pond edge","yellow","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",94,"Quinebaug",6824,"2021-01-22","Emerson Paton",NA,"2021-01-22 10:52:00","2021-01-22 11:20:00","beaver","chewed stick",NA,"1899-12-31 11:05:00","Pond edge","yellow","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",95,"Quinebaug",6824,"2021-01-22","Emerson Paton",NA,"2021-01-22 10:52:00","2021-01-22 11:20:00","beaver","chewed stick",NA,"1899-12-31 11:09:00","Pond edge","yellow","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",96,"Pawcatuck",1079,"2021-01-26","Amy Mayer",NA,"2021-01-26 14:13:00","2021-01-26 15:00:00","?","stripped veg","Y","1899-12-31 14:41:00","forested swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",97,"Pawcatuck",1079,"2021-01-26","Amy Mayer",NA,"2021-01-26 14:13:00","2021-01-26 15:00:00","beaver","girdled tree","N","1899-12-31 14:57:00","forested swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",98,"Pawcatuck",1079,"2021-01-26","Amy Mayer",NA,"2021-01-26 14:13:00","2021-01-26 15:00:00","beaver","chewed trees","N","1899-12-31 14:59:00","forested swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",99,"Pawcatuck",1079,"2021-01-26","John Crockett","beaver","2021-01-26 14:12:00","2021-01-26 15:00:00","beaver","girdled tree","N","1899-12-31 14:25:00","forested swamp","Silver","2",NA,"foot",0.0208333333333333,0,0,0,0,0.979166666666667,-71.5552365035,41.3854560535,1.5,83,6.9
"853",100,"Pawcatuck",1079,"2021-01-26","John Crockett","beaver","2021-01-26 14:12:00","2021-01-26 15:00:00","beaver","chewed stick","N","1899-12-31 14:35:00","forested swamp","Silver","2",NA,"foot",0.0208333333333333,0,0,0,0,0.979166666666667,-71.5552365035,41.3854560535,1.5,83,6.9
"854",101,"Pawcatuck",1079,"2021-01-26","John Crockett","beaver","2021-01-26 14:12:00","2021-01-26 15:00:00","beaver","chewed stick","N","1899-12-31 14:46:00","forested swamp","Silver","2",NA,"foot",0.0208333333333333,0,0,0,0,0.979166666666667,-71.5552365035,41.3854560535,1.5,83,6.9
"855",102,"Pawcatuck",1113,"2021-01-26","John Crockett",NA,"2021-01-26 12:23:00","2021-01-26 13:16:00","beaver","chewed stick","N","1899-12-31 12:31:00","forested swamp","Silver","2",NA,"kayak",0,0,0,0,0,1,-71.5552365035,41.3854560535,0.1,4,6.9
"856",103,"Pawcatuck",1113,"2021-01-26","John Crockett",NA,"2021-01-26 12:23:00","2021-01-26 13:16:00","?","Hair","Y","1899-12-31 12:38:00","stream","Silver","2",NA,"kayak",0,0,0,0,0,1,-71.5552365035,41.3854560535,0.1,4,6.9
"857",104,"Pawcatuck",1113,"2021-01-26","John Crockett",NA,"2021-01-26 12:23:00","2021-01-26 13:16:00","beaver","chewed stick","N","1899-12-31 12:52:00","forested swamp","Silver","2",NA,"kayak",0,0,0,0,0,1,-71.5552365035,41.3854560535,0.1,4,6.9
"858",105,"Pawcatuck",1113,"2021-01-26","Amy Mayer",NA,"2021-01-26 12:25:00","2021-01-26 13:15:00","?","scat","N","1899-12-31 12:48:00","Shrub swamp","yellow","1",NA,"kayak",0,0,0,0,0,1,-71.5546375327,41.3861017954,0.1,4,6.9
"859",106,"Pawcatuck",897,"2021-01-27","John Crockett","beaver","2021-01-27 12:26:00","2021-01-27 13:13:00",NA,NA,NA,NA,NA,NA,"none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",107,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed trees","N","1899-12-31 12:29:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"861",108,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed veg","N","1899-12-31 12:32:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"862",109,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","muskrat","chewed veg","N","1899-12-31 12:41:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"863",110,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed trees","N","1899-12-31 12:51:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"864",111,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed veg","N","1899-12-31 12:57:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"865",112,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed log","N","1899-12-31 13:06:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"866",113,"Pawcatuck",897,"2021-01-27","Amy Mayer",NA,"2021-01-27 12:26:00","2021-01-27 13:13:00","beaver","chewed veg","Y","1899-12-31 13:13:00","stream","yellow","1",NA,"kayak",0.638297872340426,0,0,0,0,0.361702127659574,-71.6932483949,41.4324850682,1.7,100,2.7
"867",114,"Pawcatuck",1945,"2021-01-27","John Crockett","beaver","2021-01-27 11:03:00","2021-01-27 11:42:00","beaver","chewed stick","Y","1899-12-31 11:03:00","stream","Silver","2",NA,"kayak",0.948717948717949,0,0,0,0,0.0512820512820513,-71.6932485625,41.4325014129,0.9,100,2.7
"868",115,"Pawcatuck",1945,"2021-01-27","John Crockett","beaver","2021-01-27 11:03:00","2021-01-27 11:42:00","beaver?","stripped veg","Y","1899-12-31 11:06:00","stream","Silver","2",NA,"kayak",0.948717948717949,0,0,0,0,0.0512820512820513,-71.6932485625,41.4325014129,0.9,100,2.7
"869",116,"Pawcatuck",1945,"2021-01-27","John Crockett","beaver","2021-01-27 11:03:00","2021-01-27 11:42:00","beaver","chewed stick","Y","1899-12-31 11:18:00","stream","Silver","2",NA,"kayak",0.948717948717949,0,0,0,0,0.0512820512820513,-71.6932485625,41.4325014129,0.9,100,2.7
"870",117,"Pawcatuck",1945,"2021-01-27","John Crockett","beaver","2021-01-27 11:03:00","2021-01-27 11:42:00","beaver","chewed stick","Y","1899-12-31 11:28:00","stream","Silver","2",NA,"kayak",0.948717948717949,0,0,0,0,0.0512820512820513,-71.6932485625,41.4325014129,0.9,100,2.7
"871",118,"Pawcatuck",1945,"2021-01-27","John Crockett","beaver","2021-01-27 11:03:00","2021-01-27 11:42:00","beaver","girdled tree","Y","1899-12-31 11:34:00","stream","Silver","2",NA,"kayak",0.948717948717949,0,0,0,0,0.0512820512820513,-71.6932485625,41.4325014129,0.9,100,2.7
"872",119,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","beaver","chewed trees","Y","1899-12-31 11:05:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"873",120,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","beaver","chewed veg","Y","1899-12-31 11:10:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"874",121,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","beaver","chewed stick","Y","1899-12-31 11:31:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"875",122,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","muskrat","stripped veg","Y","1899-12-31 11:36:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"876",123,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","muskrat","chewed bark","Y","1899-12-31 11:36:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"877",124,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","beaver","chewed stick","Y","1899-12-31 11:42:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"878",125,"Pawcatuck",1945,"2021-01-27","Amy Mayer",NA,"2021-01-27 11:01:00","2021-01-27 11:48:00","beaver","chewed stick","Y","1899-12-31 11:45:00","stream","yellow","1",NA,"kayak",0.74468085106383,0,0,0,0,0.25531914893617,-71.6932483949,41.4324850682,0.9,100,2.7
"879",126,"Pawcatuck",1800,"2021-02-02","John Crockett","beaver","2021-02-02 12:06:00","2021-02-02 13:29:00","beaver","chewed stick","N","1899-12-31 12:34:00","Shrub swamp","none","1",NA,"foot",0,0,0,0,0,1,-71.5546760894,41.3861091714,2.7,100,3.9
"880",127,"Pawcatuck",1800,"2021-02-02","John Crockett","beaver","2021-02-02 12:06:00","2021-02-02 13:29:00","beaver","chewed stick","Y","1899-12-31 12:41:00","Shrub swamp","none","1",NA,"foot",0,0,0,0,0,1,-71.5546760894,41.3861091714,2.7,100,3.9
"881",128,"Pawcatuck",1800,"2021-02-02","John Crockett","beaver","2021-02-02 12:06:00","2021-02-02 13:29:00","?","track","Y","1899-12-31 12:44:00","Shrub swamp","none","1",NA,"foot",0,0,0,0,0,1,-71.5546760894,41.3861091714,2.7,100,3.9
"882",129,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","N","1899-12-31 12:11:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",130,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","muskrat","chewed cattail","N","1899-12-31 12:20:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",131,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","N","1899-12-31 12:22:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",132,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","?","nest full of berries","N","1899-12-31 12:25:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",133,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","N","1899-12-31 12:31:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",134,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","N","1899-12-31 12:50:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",135,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","Y","1899-12-31 12:52:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889",136,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed stick","Y","1899-12-31 13:01:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",137,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed bark","Y","1899-12-31 13:03:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",138,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","?","tracks","Y","1899-12-31 13:07:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",139,"Pawcatuck",1800,"2021-02-02","Kylie Rezendes","beaver","2021-02-02 12:06:00","2021-02-02 13:30:00","beaver","chewed branch","Y","1899-12-31 13:12:00","Shrub swamp",NA,"none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",140,"Pawcatuck",1236,"2021-02-03","John Crockett","beaver","2021-02-03 12:23:00","2021-02-03 12:44:00","beaver","chewed stick","N","1899-12-31 12:25:00","fresh water","none","2",NA,"kayak",0.80952380952381,0.142857142857143,0,0,0,0.0476190476190476,-71.554456735,41.3859316427,-0.3,76,0
"894",141,"Pawcatuck",1236,"2021-02-03","John Crockett","beaver","2021-02-03 12:23:00","2021-02-03 12:44:00","beaver","stump","N","1899-12-31 12:27:00","fresh water","none","2",NA,"kayak",0.80952380952381,0.142857142857143,0,0,0,0.0476190476190476,-71.554456735,41.3859316427,-0.3,76,0
"895",142,"Pawcatuck",1236,"2021-02-03","John Crockett","beaver","2021-02-03 12:23:00","2021-02-03 12:44:00","muskrat","chewed veg","N","1899-12-31 12:31:00","fresh water","none","2",NA,"kayak",0.80952380952381,0.142857142857143,0,0,0,0.0476190476190476,-71.554456735,41.3859316427,-0.3,76,0
"896",143,"Pawcatuck",1236,"2021-02-03","John Crockett","beaver","2021-02-03 12:23:00","2021-02-03 12:44:00","beaver","chewed stick","N","1899-12-31 12:35:00","fresh water","none","2",NA,"kayak",0.80952380952381,0.142857142857143,0,0,0,0.0476190476190476,-71.554456735,41.3859316427,-0.3,76,0
"897",144,"Pawcatuck",1236,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 12:24:00","2021-02-03 12:44:00","muskrat","chewed veg","N","1899-12-31 12:30:00","river","yellow","1",NA,"kayak",0.7,0.1,0,0,0,0.2,-71.7071044352,41.5120932832,-0.2,59,0
"898",145,"Pawcatuck",1236,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 12:24:00","2021-02-03 12:44:00","beaver","chewed veg","N","1899-12-31 12:40:00","river","yellow","1",NA,"kayak",0.7,0.1,0,0,0,0.2,-71.7071044352,41.5120932832,-0.2,59,0
"899",146,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","N","1899-12-31 10:46:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"900",147,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","N","1899-12-31 10:59:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"901",148,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","muskrat","bank den","N","1899-12-31 11:02:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"902",149,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","Y","1899-12-31 11:06:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"903",150,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","N","1899-12-31 11:16:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"904",151,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","muskrat","track","Y","1899-12-31 11:16:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"905",152,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","muskrat","track","Y","1899-12-31 11:20:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"906",153,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","Y","1899-12-31 11:21:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"907",154,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","muskrat","scat","Y","1899-12-31 11:29:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"908",155,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","scat","Y","1899-12-31 11:32:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"909",156,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","muskrat","track","Y","1899-12-31 11:40:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"910",157,"Pawcatuck",1664,"2021-02-03","John Crockett",NA,"2021-02-03 10:45:00","2021-02-03 11:44:00","beaver","chewed stick","Y","1899-12-31 11:41:00","fresh water","none","2",NA,"kayak",0.830508474576271,0,0,0,0,0.169491525423729,-71.554456735,41.3859316427,-1,98,0
"911",158,"Pawcatuck",1664,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 10:46:00","2021-02-03 11:54:00","beaver","chewed veg","N","1899-12-31 11:09:00","river","yellow","1",NA,"kayak",0.602941176470588,0,0,0,0,0.397058823529412,-71.7071044352,41.5120932832,-1,88,0
"912",159,"Pawcatuck",1664,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 10:46:00","2021-02-03 11:54:00","beaver","chewed veg","N","1899-12-31 11:28:00","river","yellow","1",NA,"kayak",0.602941176470588,0,0,0,0,0.397058823529412,-71.7071044352,41.5120932832,-1,88,0
"913",160,"Pawcatuck",1664,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 10:46:00","2021-02-03 11:54:00","beaver","chewed veg","Y","1899-12-31 11:37:00","river","yellow","1",NA,"kayak",0.602941176470588,0,0,0,0,0.397058823529412,-71.7071044352,41.5120932832,-1,88,0
"914",161,"Pawcatuck",1664,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 10:46:00","2021-02-03 11:54:00","beaver","chewed veg","Y","1899-12-31 11:51:00","river","yellow","1",NA,"kayak",0.602941176470588,0,0,0,0,0.397058823529412,-71.7071044352,41.5120932832,-1,88,0
"915",162,"Pawcatuck",1664,"2021-02-03","Amy Mayer","beaver, muskrat","2021-02-03 10:46:00","2021-02-03 11:54:00","muskrat","scat","Y","1899-12-31 11:54:00","river","yellow","1",NA,"kayak",0.602941176470588,0,0,0,0,0.397058823529412,-71.7071044352,41.5120932832,-1,88,0
"916",163,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","Y","1899-12-31 11:19:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"917",164,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","N","1899-12-31 11:30:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"918",165,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","dam","N","1899-12-31 11:30:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"919",166,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","N","1899-12-31 11:41:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"920",167,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","N","1899-12-31 11:57:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"921",168,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","lodge","N","1899-12-31 11:57:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"922",169,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","lodge","Y","1899-12-31 12:07:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"923",170,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","Y","1899-12-31 12:07:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"924",171,"Pawcatuck",2051,"2021-02-05","John Crockett","beaver","2021-02-05 11:18:00","2021-02-05 12:18:00","beaver","chewed stick","Y","1899-12-31 12:17:00","stream","none","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
"925",172,"Pawcatuck",2051,"2021-02-05","Kylie Rezendes","beaver","2021-02-05 11:19:00","2021-02-05 12:24:00","beaver","chewed branch","Y","1899-12-31 11:21:00","stream","yellow","1",NA,"kayak",0,0.907692307692308,0,0,0,0.0923076923076923,-71.5544365346,41.3858772442,3.9,81,2.2
