"","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Veg","Camera","GPS","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"117","Pawtuxet",20,2022-01-10,"John Crockett","N/A",2022-01-10 11:31:00,2022-01-10 11:46:00,"beaver","chewed stick","N",1899-12-31 11:41:00,"pond edge",1,2,"Y","Foot",0.2,0,0,0,0,0.8
"118","Pawtuxet",20,2022-06-24,"Jess Burr","N/A",2022-06-24 11:05:00,2022-06-24 11:20:00,"beaver","chewed stick","N",1899-12-31 11:11:00,"forested pond",2,4,"N","walking",0.2,0,0,0,0,0.8
"119","Pawtuxet",20,2022-06-24,"Jess Burr","N/A",2022-06-24 11:05:00,2022-06-24 11:20:00,"beaver","chewed stick","N",1899-12-31 11:17:00,"forested pond",2,4,"N","walking",0.2,0,0,0,0,0.8
"120","Pawtuxet",20,2022-06-24,"Jess Burr","N/A",2022-06-24 11:05:00,2022-06-24 11:20:00,"beaver","chewed stick","N",1899-12-31 11:19:00,"forested pond",2,4,"N","walking",0.2,0,0,0,0,0.8
"121","Pawtuxet",20,2022-06-24,"John Crockett","N/A",2022-06-24 11:05:00,2022-06-24 11:20:00,"beaver","chewed stick","N",1899-12-31 11:06:00,"forested pond",1,2,"N","walking",0.133333333333333,0,0,0,0,0.866666666666667
"122","Pawtuxet",20,2022-06-24,"John Crockett","N/A",2022-06-24 11:05:00,2022-06-24 11:20:00,"otter","latrine","N",1899-12-31 11:18:00,"forested pond",1,2,"N","walking",0.133333333333333,0,0,0,0,0.866666666666667
"123","Pawtuxet",22,2022-03-07,"Justin Moore","N/A",2022-03-07 11:38:00,2022-03-07 11:59:00,NA,NA,NA,NA,NA,2,2,"N","Kayak",0.952380952380952,0,0.0476190476190476,0,0,0
"124","Pawtuxet",22,2022-03-07,"John Crockett","N/A",2022-03-07 11:46:00,2022-03-07 12:00:00,NA,NA,NA,NA,NA,4,5,"N","Kayak",1,0,0,0,0,0
"125","Pawtuxet",22,2022-07-11,"John Crockett","N/A",2022-07-11 11:53:00,2022-07-11 12:07:00,"muskrat?","scat","Y",1899-12-31 12:00:00,"pond",1,2,"N","kayak",0.928571428571429,0,0.0714285714285714,0,0,0
"126","Pawtuxet",22,2022-07-11,"Jess Burr","muskrat",2022-07-11 11:53:00,2022-07-11 12:07:00,NA,NA,NA,NA,NA,2,4,"N","kayak",1,0,0,0,0,0
"127","Pawtuxet",28,2022-04-14,"Justin Moore","N/A",2022-04-14 13:28:00,2022-04-14 13:48:00,"beaver","chewed stick","N",1899-12-31 13:46:00,"pond edge",1,2,"N","Foot",0.4,0,0,0,0,0.6
"128","Pawtuxet",28,2022-04-14,"John Crockett","N/A",2022-04-14 13:25:00,2022-04-14 13:49:00,"otter","latrine","N",1899-12-31 13:31:00,"pond edge",2,5,"N","Foot",0.208333333333333,0,0,0,0,0.791666666666667
"129","Pawtuxet",28,2022-08-08,"John Crockett","N/A",2022-08-08 13:00:00,2022-08-08 13:18:00,"beaver","chewed stick","N",1899-12-31 13:02:00,"pond edge",1,2,"N","Kayak",0.944444444444444,0,0,0,0,0.0555555555555556
"130","Pawtuxet",28,2022-08-08,"Jess Burr","otter, muskrat",2022-08-08 13:05:00,2022-08-08 13:20:00,"muskrat? maybe bird","scat","N",1899-12-31 13:10:00,"rocky/grassy edge of reservoir",2,4,"N","kayak",1,0,0,0,0,0
"131","Pawtuxet",28,2022-08-08,"Jess Burr","otter, muskrat",2022-08-08 13:05:00,2022-08-08 13:20:00,"muskrat? maybe racoon","tracks","Y",1899-12-31 13:14:00,"rocky/grassy edge of reservoir",2,4,"N","kayak",1,0,0,0,0,0
"132","Pawtuxet",29,2022-04-14,"Justin Moore","N/A",2022-04-14 13:49:00,2022-04-14 14:11:00,"muskrat","scat","N",1899-12-31 13:50:00,"pond edge",1,2,"N","Foot",0.318181818181818,0,0,0,0,0.681818181818182
"133","Pawtuxet",29,2022-04-14,"Justin Moore","N/A",2022-04-14 13:49:00,2022-04-14 14:11:00,"otter","latrine","N",1899-12-31 13:52:00,"pond edge",1,2,"N","Foot",0.318181818181818,0,0,0,0,0.681818181818182
"134","Pawtuxet",29,2022-04-14,"Justin Moore","N/A",2022-04-14 13:49:00,2022-04-14 14:11:00,"muskrat","scat","N",1899-12-31 13:56:00,"pond edge",1,2,"N","Foot",0.318181818181818,0,0,0,0,0.681818181818182
"135","Pawtuxet",29,2022-04-14,"Justin Moore","N/A",2022-04-14 13:49:00,2022-04-14 14:11:00,"muskrat","scat","Y",1899-12-31 14:02:00,"pond edge",1,2,"N","Foot",0.318181818181818,0,0,0,0,0.681818181818182
"136","Pawtuxet",29,2022-04-14,"John Crockett","N/A",2022-04-14 13:50:00,2022-04-14 14:10:00,"muskrat?","scat","N",1899-12-31 14:00:00,"pond edge",2,5,"N","Foot",0.3,0,0,0,0,0.7
"137","Pawtuxet",29,2022-04-14,"John Crockett","N/A",2022-04-14 13:50:00,2022-04-14 14:10:00,"beaver","chewed stick","N",1899-12-31 14:01:00,"pond edge",2,5,"N","Foot",0.3,0,0,0,0,0.7
"138","Pawtuxet",29,2022-04-14,"John Crockett","N/A",2022-04-14 13:50:00,2022-04-14 14:10:00,"otter","latrine","N",1899-12-31 14:07:00,"pond edge",2,5,"N","Foot",0.3,0,0,0,0,0.7
"139","Pawtuxet",29,2022-08-08,"John Crockett","N/A",2022-08-08 13:19:00,2022-08-08 13:37:00,NA,NA,NA,NA,NA,1,2,"N","Kayak",0.944444444444444,0,0,0,0,0.0555555555555556
"140","Pawtuxet",29,2022-08-08,"Jess Burr","otter, muskrat",2022-08-08 13:19:00,2022-08-08 13:40:00,NA,NA,NA,NA,NA,2,4,"N","kayak",1,0,0,0,0,0
"141","Pawtuxet",33,2022-04-21,"Justin Moore","N/A",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","N",1899-12-31 10:02:00,"pond edge",1,5,"N","Kayak",0.472222222222222,0,0,0,0,0.527777777777778
"142","Pawtuxet",33,2022-04-21,"Justin Moore","N/A",2022-04-21 09:59:00,2022-04-21 10:35:00,"otter","latrine","Y",1899-12-31 10:04:00,"pond edge",1,5,"N","Kayak",0.472222222222222,0,0,0,0,0.527777777777778
"143","Pawtuxet",33,2022-04-21,"Justin Moore","N/A",2022-04-21 09:59:00,2022-04-21 10:35:00,"otter","latrine","Y",1899-12-31 10:06:00,"pond edge",1,5,"N","Kayak",0.472222222222222,0,0,0,0,0.527777777777778
"144","Pawtuxet",33,2022-04-21,"Justin Moore","N/A",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","Y",1899-12-31 10:14:00,"pond edge",1,5,"N","Kayak",0.472222222222222,0,0,0,0,0.527777777777778
"145","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","N",1899-12-31 10:00:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"146","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","N",1899-12-31 10:05:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"147","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","castor mound","Y",1899-12-31 10:06:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"148","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","N",1899-12-31 10:16:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"149","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"otter","latrine","N",1899-12-31 10:23:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"150","Pawtuxet",33,2022-04-21,"John Crockett","beaver",2022-04-21 09:59:00,2022-04-21 10:35:00,"beaver","chewed stick","N",1899-12-31 10:26:00,"pond edge",NA,2,"N","Kayak",0.416666666666667,0,0,0,0,0.583333333333333
"151","Pawtuxet",33,2022-08-10,"John Crockett","beaver",2022-08-10 10:44:00,2022-08-10 11:10:00,"beaver","chewed stick","N",1899-12-31 10:53:00,"pond edge",1,2,"N","Kayak",0.538461538461538,0,0,0,0,0.461538461538462
"152","Pawtuxet",33,2022-08-10,"Jess Burr","beaver, muskrat",2022-08-10 10:44:00,2022-08-10 11:07:00,"beaver","stick","N",1899-12-31 10:49:00,"forested reservoir",2,4,"N","kayak",0.565217391304348,0,0,0,0,0.434782608695652
"153","Pawtuxet",33,2022-08-10,"Jess Burr","beaver, muskrat",2022-08-10 10:44:00,2022-08-10 11:07:00,"muskrat","skat","N",1899-12-31 10:54:00,"forested reservoir",2,4,"N","kayak",0.565217391304348,0,0,0,0,0.434782608695652
"154","Pawtuxet",33,2022-08-10,"Jess Burr","beaver, muskrat",2022-08-10 10:44:00,2022-08-10 11:07:00,"beaver","stick","N",1899-12-31 11:00:00,"forested reservoir",2,4,"N","kayak",0.565217391304348,0,0,0,0,0.434782608695652
"155","Pawtuxet",34,2022-04-21,"Justin Moore","beaver, otter",2022-04-21 10:36:00,2022-04-21 11:04:00,"beaver","chewed stick","N",1899-12-31 10:39:00,"pond edge",1,5,"N","Kayak",0.928571428571429,0,0,0,0,0.0714285714285714
"156","Pawtuxet",34,2022-04-21,"Justin Moore","beaver, otter",2022-04-21 10:36:00,2022-04-21 11:04:00,"beaver","chewed stick","N",1899-12-31 10:51:00,"pond edge",1,5,"N","Kayak",0.928571428571429,0,0,0,0,0.0714285714285714
"157","Pawtuxet",34,2022-04-21,"John Crockett","beaver",2022-04-21 10:43:00,2022-04-21 11:04:00,"muskrat","scat","N",1899-12-31 10:44:00,"pond edge",NA,2,"N","Kayak",1,0,0,0,0,0
"158","Pawtuxet",34,2022-04-21,"John Crockett","beaver",2022-04-21 10:43:00,2022-04-21 11:04:00,"beaver","chewed stick","N",1899-12-31 10:45:00,"pond edge",NA,2,"N","Kayak",1,0,0,0,0,0
"159","Pawtuxet",34,2022-04-21,"John Crockett","beaver",2022-04-21 10:43:00,2022-04-21 11:04:00,"beaver","chewed stick","N",1899-12-31 10:57:00,"pond edge",NA,2,"N","Kayak",1,0,0,0,0,0
"160","Pawtuxet",34,2022-04-21,"John Crockett","beaver",2022-04-21 10:43:00,2022-04-21 11:04:00,"beaver","chewed stick","N",1899-12-31 11:03:00,"pond edge",NA,2,"N","Kayak",1,0,0,0,0,0
"161","Pawtuxet",34,2022-08-10,"John Crockett","N/A",2022-08-10 11:15:00,2022-08-10 11:34:00,"beaver","chewed stick","N",1899-12-31 11:23:00,"pond edge",1,2,"N","Kayak",1,0,0,0,0,0
"162","Pawtuxet",34,2022-08-10,"John Crockett","N/A",2022-08-10 11:15:00,2022-08-10 11:34:00,"beaver","chewed stick","N",1899-12-31 11:35:00,"pond edge",1,2,"N","Kayak",1,0,0,0,0,0
"163","Pawtuxet",34,2022-08-10,"Jess Burr","beaver, muskrat",2022-08-10 11:12:00,2022-08-10 11:33:00,"beaver","stick","N",1899-12-31 11:15:00,"forested reservoir",2,4,"N","kayak",1,0,0,0,0,0
"164","Pawtuxet",34,2022-08-10,"Jess Burr","beaver, muskrat",2022-08-10 11:12:00,2022-08-10 11:33:00,"beaver","stick","N",1899-12-31 11:26:00,"forested reservoir",2,4,"N","kayak",1,0,0,0,0,0
"165","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","chewed stick","N",1899-12-31 10:19:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"166","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","chewed stick","N",1899-12-31 10:31:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"167","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"muskrat","scat","Y",1899-12-31 10:37:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"168","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","chewed stick","Y",1899-12-31 10:41:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"169","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","lodge","N",1899-12-31 10:42:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"170","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","chewed stick","Y",1899-12-31 10:52:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"171","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","mound","Y",1899-12-31 11:01:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"172","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"beaver","chewed stick","N",1899-12-31 11:01:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"173","Pawtuxet",70,2022-04-20,"John Crockett","N/A",2022-04-20 10:16:00,2022-04-20 11:07:00,"muskrat","scat","Y",1899-12-31 11:03:00,"pond edge",4,2,"N","Kayak",0.725490196078431,0,0,0,0,0.274509803921569
"174","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"muskrat","scat","Y",1899-12-31 10:21:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"175","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"beaver","chewed stick","N",1899-12-31 10:23:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"176","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"muskrat","scat","Y",1899-12-31 10:24:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"177","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"beaver","lodge","Y",1899-12-31 10:28:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"178","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"beaver","chewed stick","Y",1899-12-31 10:31:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"179","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"muskrat","corpse","Y",1899-12-31 10:41:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"180","Pawtuxet",70,2022-04-20,"Justin Moore","N/A",2022-04-20 10:17:00,2022-04-20 11:06:00,"beaver","chewed stick","Y",1899-12-31 10:48:00,"pond edge",1,5,"N","Kayak",0.86,0,0,0,0,0.14
"181","Pawtuxet",70,2022-08-09,"John Crockett","beaver",2022-08-09 10:08:00,2022-08-09 10:46:00,"beaver","chewed stick","Y",1899-12-31 10:17:00,"pond/forested edge",1,2,"N","Kayak",0.763157894736842,0,0,0,0,0.236842105263158
"182","Pawtuxet",70,2022-08-09,"John Crockett","beaver",2022-08-09 10:08:00,2022-08-09 10:46:00,"beaver","lodge","Y",1899-12-31 10:20:00,"pond/forested edge",1,2,"N","Kayak",0.763157894736842,0,0,0,0,0.236842105263158
"183","Pawtuxet",70,2022-08-09,"John Crockett","beaver",2022-08-09 10:08:00,2022-08-09 10:46:00,"beaver","chewed stick","N",1899-12-31 10:50:00,"pond/forested edge",1,2,"N","Kayak",0.763157894736842,0,0,0,0,0.236842105263158
"184","Pawtuxet",70,2022-08-09,"John Crockett","beaver",2022-08-09 10:08:00,2022-08-09 10:46:00,"muskrat","scat","N",1899-12-31 10:42:00,"pond/forested edge",1,2,"N","Kayak",0.763157894736842,0,0,0,0,0.236842105263158
"185","Pawtuxet",70,2022-08-09,"Jess Burr","muskrat",2022-08-09 10:07:00,2022-08-09 10:50:00,"beaver","chewed stick","N",1899-12-31 10:09:00,"marshy",2,4,"N","kayak",0.883720930232558,0,0,0,0,0.116279069767442
"186","Pawtuxet",70,2022-08-09,"Jess Burr","muskrat",2022-08-09 10:07:00,2022-08-09 10:50:00,"muskrat?","scat","N",1899-12-31 10:17:00,"marshy",2,4,"N","kayak",0.883720930232558,0,0,0,0,0.116279069767442
"187","Pawtuxet",70,2022-08-09,"Jess Burr","muskrat",2022-08-09 10:07:00,2022-08-09 10:50:00,"beaver","chewed stick","N",1899-12-31 10:29:00,"marshy",2,4,"N","kayak",0.883720930232558,0,0,0,0,0.116279069767442
"188","Pawtuxet",70,2022-08-09,"Jess Burr","muskrat",2022-08-09 10:07:00,2022-08-09 10:50:00,"beaver","chewed stick","Y",1899-12-31 10:31:00,"marshy",2,4,"N","kayak",0.883720930232558,0,0,0,0,0.116279069767442
"189","Pawtuxet",70,2022-08-09,"Jess Burr","muskrat",2022-08-09 10:07:00,2022-08-09 10:50:00,"muskrat?","scat","N",1899-12-31 10:49:00,"marshy",2,4,"N","kayak",0.883720930232558,0,0,0,0,0.116279069767442
"190","Pawtuxet",73,2022-02-10,"Justin Moore","N/A",2022-02-10 12:49:00,2022-02-10 13:03:00,NA,NA,NA,NA,NA,2,5,"N","Foot",0,0,0,0,0,1
"191","Pawtuxet",73,2022-02-10,"John Crockett","N/A",2022-02-10 12:49:00,2022-02-10 13:03:00,NA,NA,NA,NA,NA,4,2,"N","Foot",0,0,0,0,0,1
"192","Pawtuxet",75,2022-04-20,"John Crockett","beaver",2022-04-20 12:37:00,2022-04-20 12:50:00,NA,NA,NA,NA,NA,4,2,"N","Kayak",0.461538461538462,0,0,0,0,0.538461538461538
"193","Pawtuxet",75,2022-04-20,"Justin Moore","N/A",2022-04-20 12:38:00,2022-04-20 12:50:00,NA,NA,NA,NA,NA,1,5,"N","Kayak",1,0,0,0,0,0
"194","Pawtuxet",75,2022-08-09,"John Crockett","N/A",2022-08-09 12:08:00,2022-08-09 12:23:00,"otter, maybe racoon","scat","N",1899-12-31 12:17:00,"pond edge",1,2,"N","Kayak",0.733333333333333,0,0,0,0,0.266666666666667
"195","Pawtuxet",75,2022-08-09,"Jess Burr","beaver, muskrat",2022-08-09 12:07:00,2022-08-09 12:24:00,"muskrat? maybe duck","scat","N",1899-12-31 12:21:00,"forested reservoir",2,4,"N","kayak",0.941176470588235,0,0,0,0,0.0588235294117647
"196","Pawtuxet",77,2022-01-25,"Justin Moore","N/A",2022-01-25 11:26:00,2022-01-25 12:02:00,"beaver","chewed stick","Y",1899-12-31 11:31:00,"forested swamp",2,2,"N","Foot",0,0,0.0540540540540541,0,0,0.945945945945946
"197","Pawtuxet",77,2022-01-25,"Justin Moore","N/A",2022-01-25 11:26:00,2022-01-25 12:02:00,"beaver","chewed stick","Y",1899-12-31 11:51:00,"forested swamp",2,2,"N","Foot",0,0,0.0540540540540541,0,0,0.945945945945946
"198","Pawtuxet",77,2022-01-25,"John Crockett","N/A",2022-01-25 11:34:00,2022-01-25 11:57:00,"beaver?","chewed stick","Y",1899-12-31 11:53:00,"forested swamp",1,5,"N","Foot",0,0,0,0,0,1
"199","Pawtuxet",82,2022-01-25,"Justin Moore","N/A",2022-01-25 12:26:00,2022-01-25 12:44:00,NA,NA,NA,NA,NA,2,2,"N","Foot",0.5,0,0,0,0,0.5
"200","Pawtuxet",82,2022-01-25,"John Crockett","N/A",2022-01-25 12:23:00,2022-01-25 12:46:00,NA,NA,NA,NA,NA,1,5,"Y","Foot",0.391304347826087,0,0,0,0,0.608695652173913
"201","Pawtuxet",82,2022-07-14,"Jess Burr","muskrat",2022-07-14 12:25:00,2022-07-14 12:54:00,"muskrat?","scat","N",1899-12-31 12:53:00,"pond edge",2,4,"N","walking",0.379310344827586,0,0,0,0,0.620689655172414
"202","Pawtuxet",82,2022-07-14,"John Crockett","N/A",2022-07-14 12:23:00,2022-07-14 12:51:00,NA,NA,NA,NA,NA,1,2,"N","walking",0.428571428571429,0,0,0,0,0.571428571428571
"203","Pawtuxet",84,2022-01-25,"Justin Moore","N/A",2022-01-25 10:16:00,2022-01-25 11:01:00,"beaver","chewed stick","N",1899-12-31 10:50:00,"pond edge",2,2,"N","Foot",0.222222222222222,0,0,0,0,0.777777777777778
"204","Pawtuxet",84,2022-01-25,"John Crockett","N/A",2022-01-25 10:10:00,2022-01-25 10:44:00,NA,NA,NA,NA,NA,1,5,"Y","Foot",0.181818181818182,0,0.151515151515152,0,0,0.666666666666667
"205","Pawtuxet",84,2022-07-14,"Jess Burr","muskrat",2022-07-14 11:00:00,2022-07-14 11:20:00,"muskrat","scat","N",1899-12-31 11:08:00,"forested pond",2,4,"N","walking",0.05,0,0.2,0,0,0.75
"206","Pawtuxet",84,2022-07-14,"John Crockett","N/A",2022-07-14 11:01:00,2022-07-14 11:18:00,NA,NA,NA,NA,NA,1,2,"N","walking",0.0588235294117647,0,0.0588235294117647,0,0,0.882352941176471
"207","Pawtuxet",89,2022-03-07,"Justin Moore","N/A",2022-03-07 11:25:00,2022-03-07 11:40:00,NA,NA,NA,NA,NA,2,2,"N","Kayak",1,0,0,0,0,0
"208","Pawtuxet",89,2022-03-07,"John Crockett","N/A",2022-03-07 11:24:00,2022-03-07 11:38:00,"otter","shells","Y",1899-12-31 11:30:00,"pond edge",4,5,"N","Kayak",1,0,0,0,0,0
"209","Pawtuxet",89,2022-07-11,"John Crockett","N/A",2022-07-11 11:23:00,2022-07-11 11:47:00,NA,NA,NA,NA,NA,1,2,"N","kayak",0.875,0,0,0,0,0.125
"210","Pawtuxet",89,2022-07-11,"Jess Burr","muskrat",2022-07-11 11:21:00,2022-07-11 11:45:00,NA,NA,NA,NA,NA,2,4,"N","kayak",0.916666666666667,0,0,0,0,0.0833333333333333
"211","Pawtuxet",90,2022-03-01,"Justin Moore","N/A",2022-03-01 11:09:00,2022-03-01 11:31:00,"muskrat","scat","Y",1899-12-31 11:09:00,"river edge",2,5,"N","Kayak",0.954545454545455,0,0.0454545454545455,0,0,0
"212","Pawtuxet",90,2022-03-01,"Justin Moore","N/A",2022-03-01 11:09:00,2022-03-01 11:31:00,"beaver?","chewed stick","N",1899-12-31 11:26:00,"river edge",2,5,"N","Kayak",0.954545454545455,0,0.0454545454545455,0,0,0
"213","Pawtuxet",90,2022-03-01,"Justin Moore","N/A",2022-03-01 11:09:00,2022-03-01 11:31:00,"muskrat","scat","N",1899-12-31 11:30:00,"river edge",2,5,"N","Kayak",0.954545454545455,0,0.0454545454545455,0,0,0
"214","Pawtuxet",90,2022-03-01,"John Crockett","N/A",2022-03-01 11:09:00,2022-03-01 11:31:00,"muskrat","scat","Y",1899-12-31 11:12:00,"river edge",4,2,"N","Kayak",0.863636363636364,0,0,0,0,0.136363636363636
"215","Pawtuxet",90,2022-03-01,"John Crockett","N/A",2022-03-01 11:09:00,2022-03-01 11:31:00,"muskrat","scat","Y",1899-12-31 11:27:00,"river edge",4,2,"N","Kayak",0.863636363636364,0,0,0,0,0.136363636363636
"216","Pawtuxet",90,2022-07-08,"John Crockett","N/A",2022-07-08 12:13:00,2022-07-08 12:31:00,"muskrat","scat","N",1899-12-31 12:24:00,"river/forest",1,2,"N","kayak",0.894736842105263,0,0,0,0,0.105263157894737
"217","Pawtuxet",90,2022-07-08,"Jess Burr","muskrat",2022-07-08 12:12:00,2022-07-08 12:31:00,NA,NA,NA,NA,NA,2,4,"N","kayak",1,0,0,0,0,0
"218","Pawtuxet",91,2022-03-28,"Justin Moore","N/A",2022-03-28 10:14:00,2022-03-28 10:39:00,"muskrat","scat","Y",1899-12-31 10:17:00,"stream edge",2,5,"N","Foot",0.56,0,0,0,0,0.44
"219","Pawtuxet",91,2022-03-28,"Justin Moore","N/A",2022-03-28 10:14:00,2022-03-28 10:39:00,"muskrat","scat","Y",1899-12-31 10:23:00,"stream edge",2,5,"N","Foot",0.56,0,0,0,0,0.44
"220","Pawtuxet",91,2022-03-28,"Justin Moore","N/A",2022-03-28 10:14:00,2022-03-28 10:39:00,"beaver","chewed stick","N",1899-12-31 10:26:00,"stream edge",2,5,"N","Foot",0.56,0,0,0,0,0.44
"221","Pawtuxet",91,2022-03-28,"John Crockett","N/A",2022-03-28 10:14:00,2022-03-28 10:39:00,"beaver","chewed stick","Y",1899-12-31 10:23:00,"river edge",1,2,"N","Foot",0.24,0,0,0,0,0.76
"222","Pawtuxet",91,2022-03-28,"John Crockett","N/A",2022-03-28 10:14:00,2022-03-28 10:39:00,"otter","latrine","N",1899-12-31 10:35:00,"river edge",1,2,"N","Foot",0.24,0,0,0,0,0.76
"223","Pawtuxet",91,2022-07-04,"Jess Burr","N/A",2022-07-04 10:21:00,2022-07-04 10:43:00,"otter","shells","N",1899-12-31 10:29:00,"forested river",2,4,"N","walking",0.863636363636364,0,0,0,0,0.136363636363636
"224","Pawtuxet",91,2022-07-04,"Jess Burr","N/A",2022-07-04 10:21:00,2022-07-04 10:43:00,"otter","shells","N",1899-12-31 10:32:00,"forested river",2,4,"N","walking",0.863636363636364,0,0,0,0,0.136363636363636
"225","Pawtuxet",91,2022-07-04,"Jess Burr","N/A",2022-07-04 10:21:00,2022-07-04 10:43:00,"beaver","chewed stick","N, hard to tell",1899-12-31 10:39:00,"forested river",2,4,"N","walking",0.863636363636364,0,0,0,0,0.136363636363636
"226","Pawtuxet",91,2022-07-04,"John Crockett","N/A",2022-07-04 10:22:00,2022-07-04 10:43:00,"beaver","chewed stick","N",1899-12-31 10:24:00,"stream/forest",1,2,"N","walking",0.857142857142857,0,0,0,0,0.142857142857143
"227","Pawtuxet",92,2022-04-14,"Justin Moore","N/A",2022-04-14 10:36:00,2022-04-14 11:05:00,"beaver","chewed stick","N",1899-12-31 11:03:00,"pond edge",1,2,"N","Kayak",1,0,0,0,0,0
"228","Pawtuxet",92,2022-04-14,"John Crockett","N/A",2022-04-14 10:36:00,2022-04-14 11:04:00,"beaver","chewed stick","Y",1899-12-31 10:52:00,"pond edge",2,5,"N","Kayak",1,0,0,0,0,0
"229","Pawtuxet",92,2022-08-08,"John Crockett","N/A",2022-08-08 10:16:00,2022-08-08 10:32:00,NA,NA,NA,NA,NA,1,2,"N","Kayak",1,0,0,0,0,0
"230","Pawtuxet",92,2022-08-08,"Jess Burr","otter, muskrat",2022-08-08 10:20:00,2022-08-08 10:35:00,NA,NA,NA,NA,NA,2,4,"N","kayak",1,0,0,0,0,0
"231","Pawtuxet",93,2022-04-14,"Justin Moore","beaver",2022-04-14 11:18:00,2022-04-14 11:32:00,"muskrat","scat","Y",1899-12-31 11:23:00,"pond edge",1,2,"N","Kayak",0.928571428571429,0,0,0,0,0.0714285714285714
"232","Pawtuxet",93,2022-04-14,"John Crockett","N/A",2022-04-14 11:16:00,2022-04-14 11:32:00,"muskrat?","scat","Y",1899-12-31 11:21:00,"pond edge",2,5,"N","Kayak",1,0,0,0,0,0
"233","Pawtuxet",93,2022-08-08,"John Crockett","N/A",2022-08-08 10:45:00,2022-08-08 10:59:00,"muskrat?","scat","N",1899-12-31 10:51:00,"pond edge",1,2,"N","Kayak",1,0,0,0,0,0
