"","Watershed","Site.ID","Date","Location","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"244","Blackstone",113,2023-02-15,"oakland pond","Chris Boylston","beaver",2023-02-15 12:32:00,2023-02-15 13:49:00,"muskrat","scat","n","0.5444444444444444",NA,"edge of river","2","2","none","none","kayaking",0.792207792207792,0,0,0,0,0.207792207792208
"245","Blackstone",113,2023-02-15,"oakland pond","Chris Boylston","beaver",2023-02-15 12:32:00,2023-02-15 13:49:00,"muskrat","scat","n","0.54583333333333328",NA,"edge of river","2","2","none","none","kayaking",0.792207792207792,0,0,0,0,0.207792207792208
"246","Blackstone",113,2023-02-15,"oakland pond","Chris Boylston","beaver",2023-02-15 12:32:00,2023-02-15 13:49:00,"beaver","chewed stick","y","0.55138888888888882",NA,"edge of river","2","2","none","none","kayaking",0.792207792207792,0,0,0,0,0.207792207792208
"247","Blackstone",113,2023-02-15,"oakland pond","Chris Boylston","beaver",2023-02-15 12:32:00,2023-02-15 13:49:00,"beaver","lodge","n","0.56319444444444444","1","edge of river","2","2","none","none","kayaking",0.792207792207792,0,0,0,0,0.207792207792208
"248","Blackstone",113,2023-02-15,"oakland pond","Chris Boylston","beaver",2023-02-15 12:32:00,2023-02-15 13:49:00,"beaver","caster","n","0.56736111111111109",NA,"edge of river","2","2","none","none","kayaking",0.792207792207792,0,0,0,0,0.207792207792208
"249","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"beaver","chewed tree","y","0.5229166666666667",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"250","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"beaver","chewed stick","y","0.52986111111111112",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"251","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"muskrat","scat","n","0.52986111111111112",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"252","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"beaver","castor mound","y","0.53402777777777777",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"253","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"Beaver","lodge","y","0.53472222222222221",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"254","Blackstone",113,2023-02-15,"oakland pond","John Crockett","beaver",2023-02-15 12:31:00,2023-02-15 13:25:00,"muskrat","scat","y","0.54791666666666672",NA,"stream edge","1","1","none","none","kayaking",0.648148148148148,0,0,0,0,0.351851851851852
"255","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"beaver","chewed sticks","y","0.53125",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"256","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","scat","n","0.53263888888888888",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"257","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","scat","n","0.53472222222222221",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"258","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","scat","n","0.53611111111111109",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"259","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"beaver","chewed stick","y","0.53611111111111109",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"260","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","scat","n","0.53888888888888886",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"261","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"otter","shells","n","0.5395833333333333",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"262","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"beaver","chewed sticks","y","0.54166666666666663",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"263","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"otter","shells","n","0.54166666666666663",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"264","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","scat","n","0.54166666666666663",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"265","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"otter","shells","n","0.54375000000000007",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"266","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"beaver","scat","y","0.5444444444444444",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"267","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"otter","shells","n","0.54652777777777783",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"268","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"beaver","chewed sticks","y","0.55069444444444449",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"269","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"otter","shells","n","0.55208333333333337",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"270","Blackstone",146,2023-02-16,"lower slatersville reservoir","Chris Boylston","beaver",2023-02-16 12:45:00,2023-02-16 13:20:00,"muskrat","feeding platform","n","0.55555555555555558",NA,"edge of lake","2","1","none","none","kayaking",0.857142857142857,0,0,0,0,0.142857142857143
"271","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"muskrat","scat","n","0.48055555555555557",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"272","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver","chewed tree","y","0.4861111111111111",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"273","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver","chewed sticks","n","0.4916666666666667",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"274","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver","chewed stick","n","0.49444444444444446",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"275","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver","chewed stick","y","0.49444444444444446",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"276","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver?","footprint?","y","0.5","1?","edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"277","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"beaver","caster","n","0.5",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"278","Blackstone",140,2023-02-16,"trout brook pond","Chris Boylston","beaver",2023-02-16 11:30:00,2023-02-16 12:24:00,"muskrat","scat","n","0.50347222222222221",NA,"edge of pond","2","1","none","none","kayaking",0.351851851851852,0,0,0,0,0.648148148148148
"279","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"muskrat","scat","y","0.53194444444444444",NA,"pond edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"280","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"beaver","chewed stick","y","0.53194444444444444",NA,"pond edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"281","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"beaver","chewed stick","y","0.53888888888888886",NA,"swamp?","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"282","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"beaver","caster ound","y","0.5444444444444444",NA,"swamp?","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"283","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"muskrat","scat","y","0.54652777777777783",NA,"pond edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"284","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"beaver","lodge","y","0.54652777777777783",NA,"Pond Edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"285","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"muskrat","scat","y","0.55347222222222225",NA,"Pond Edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"286","Blackstone",146,2023-02-16,"lowers slatersville reservoir","John Crockett","beaver",2023-02-16 12:45:00,2023-02-16 13:18:00,"otter","shells","y","0.55347222222222225",NA,"Pond Edge","1","2","none","none","kayaking",0.787878787878788,0,0,0,0,0.212121212121212
"287","Blackstone",140,2023-02-16,"trout brook pond","John Crockett","beaver",2023-02-16 11:27:00,2023-02-16 12:11:00,"muskrat","scat","y","0.4777777777777778",NA,"pond edge","1","2","none","none","kayak",0.5,0,0,0,0,0.5
"288","Blackstone",140,2023-02-16,"trout brook pond","John Crockett","beaver",2023-02-16 11:27:00,2023-02-16 12:11:00,"beaver","chewed stick","n","0.47847222222222219",NA,"pond edge","1","2","none","none","kayak",0.5,0,0,0,0,0.5
"289","Blackstone",140,2023-02-16,"trout brook pond","John Crockett","beaver",2023-02-16 11:27:00,2023-02-16 12:11:00,"beaver","chewed stick","n","0.4861111111111111",NA,"stream/shrub swamp","1","2","none","none","kayak",0.5,0,0,0,0,0.5
"290","Blackstone",140,2023-02-16,"trout brook pond","John Crockett","beaver",2023-02-16 11:27:00,2023-02-16 12:11:00,"muskrat","scat","y","0.49027777777777781",NA,"stream/shrub swamp","1","2","none","none","kayak",0.5,0,0,0,0,0.5
"291","Blackstone",140,2023-02-16,"trout brook pond","John Crockett","beaver",2023-02-16 11:27:00,2023-02-16 12:11:00,"beaver","chewed stick","y","0.49236111111111108",NA,"stream/shrub swamp","1","2","none","none","kayak",0.5,0,0,0,0,0.5
"292","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"otter","shells","n","0.43055555555555558",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"293","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"otter","shells","n","0.43194444444444446",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"294","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"otter","shells","n","0.43263888888888885",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"295","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"muskrat","scat","n","0.4381944444444445",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"296","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"muskrat","scat","n","0.44097222222222227",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"297","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"muskrat","scat","n","0.44861111111111113",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"298","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"otter","shell","n","0.45",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"299","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","Chris Boylston","otter",2023-02-17 10:19:00,2023-02-17 11:01:00,"muskrat","scat","n","0.45347222222222222",NA,"edge of lake","2","2","recent rain","none","kayaking",0.976190476190476,0,0,0,0,0.0238095238095238
"300","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","John Crockett","N/A",2023-02-17 10:17:00,2023-02-17 11:01:00,"muskrat","scat","y","0.43263888888888885",NA,"Pond Edge","1","1","raining",NA,"kayakng",1,0,0,0,0,0
"301","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","John Crockett","N/A",2023-02-17 10:17:00,2023-02-17 11:01:00,"muskrat","scat","y","0.44861111111111113",NA,"Pond Edge","1","1","raining",NA,"kayakng",1,0,0,0,0,0
"302","Woonasquatucket-Moshassuck",54,2023-02-17,"Wenscott Reservoir","John Crockett","N/A",2023-02-17 10:17:00,2023-02-17 11:01:00,"otter","latrine","y","0.45763888888888887",NA,"Pond Edge","1","1","raining",NA,"kayakng",1,0,0,0,0,0
"303","Blackstone",108,2023-02-21,"chepachet river","Chris Boylston","N/A",2023-02-21 10:25:00,2023-02-21 10:57:00,"beaver","chewed stick","n","0.4368055555555555",NA,"edge of river","2","2","recent rain","none","walking",0.0625,0.21875,0,0,0,0.71875
"304","Blackstone",108,2023-02-21,"chepachet river","Chris Boylston","N/A",2023-02-21 10:25:00,2023-02-21 10:57:00,"beaver","chewed tree","n","0.43888888888888888",NA,"edge of river","2","2","recent rain","none","walking",0.0625,0.21875,0,0,0,0.71875
"305","Blackstone",108,2023-02-21,"chepachet center","John Crockett","beaver",2023-02-21 10:24:00,2023-02-21 10:56:00,"beaver","chewed stick","n","0.43472222222222223",NA,"pond edge","1","1","raining","rain on snow","kayakng",0.21875,0.03125,0,0,0,0.75
"306","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","chewed stick","y","0.52222222222222225",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"307","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","chewed stick","n","0.52361111111111114",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"308","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","chewed tree","n","0.52500000000000002",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"309","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","chewed sticks","y","0.52708333333333335",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"310","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","chewed tree","y","0.52847222222222223",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"311","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","lodge","y","0.53541666666666665",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"312","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"otter","fish scales","n","0.53680555555555554",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"313","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"beaver","caster","n","0.53888888888888886",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"314","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"muskrat","scat","n","0.54027777777777775",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"315","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"otter","latrine","n","0.54583333333333328",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"316","Blackstone",135,2023-02-22,"Gaza Road","Chris Boylston","otter, Beaver",2023-02-22 12:30:00,2023-02-22 13:10:00,"muskrat","scat","n","0.54722222222222217",NA,"edge of river","2","1","recent rain","none","kayaking",0.375,0,0.125,0,0,0.5
"317","Blackstone",136,2023-02-22,"lapham pond","Chris Boylston","beaver",2023-02-22 11:40:00,2023-02-22 11:53:00,"beaver","chewed stump","n","0.49027777777777781",NA,"edge of pond","2","1","recent rain","none","kayaking",0.923076923076923,0,0,0,0,0.0769230769230769
"318","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"otter","fish scales","n","0.57777777777777783",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"319","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"beaver","chewed sticks","n","0.57916666666666672",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"320","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"beaver","chewed sticks","y","0.58402777777777781",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"321","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"beaver","chewed sticks","y","0.58680555555555558",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"322","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"muskrat","scat","n","0.58819444444444446",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"323","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"beaver","chewed tree","y","0.59583333333333333",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"324","Blackstone",109,2023-02-22,"spring grove pond","Chris Boylston","N/A",2023-02-22 13:48:00,2023-02-22 14:26:00,"beaver","chewed sticks","y","0.6",NA,"edge of lake","2","1","recent rain","none","kayaking",0.315789473684211,0,0,0,0,0.684210526315789
"325","Blackstone",135,2023-02-22,"Gaza Road","John Crockett","N/A",2023-02-22 12:30:00,2023-02-22 13:02:00,"beaver","castor mound","y","0.52152777777777781",NA,"stream edge","1","2",NA,"no snow","kayaking",0.53125,0,0.03125,0,0,0.4375
"326","Blackstone",135,2023-02-22,"Gaza Road","John Crockett","N/A",2023-02-22 12:30:00,2023-02-22 13:02:00,"muskrat","scat","y","0.5229166666666667",NA,"stream edge","1","2",NA,"no snow","kayaking",0.53125,0,0.03125,0,0,0.4375
"327","Blackstone",135,2023-02-22,"Gaza Road","John Crockett","N/A",2023-02-22 12:30:00,2023-02-22 13:02:00,"beaver","caster mound","y","0.52986111111111112",NA,"stream edge","1","2",NA,"no snow","kayaking",0.53125,0,0.03125,0,0,0.4375
"328","Blackstone",135,2023-02-22,"Gaza Road","John Crockett","N/A",2023-02-22 12:30:00,2023-02-22 13:02:00,"beaver","lodge","y","0.53194444444444444",NA,"stream edge","1","2",NA,"no snow","kayaking",0.53125,0,0.03125,0,0,0.4375
"329","Blackstone",136,2023-02-22,"lapham pond","John Crockett","N/A",2023-02-22 11:39:00,2023-02-22 11:52:00,"beaver","chewed stick","n","0.48958333333333331",NA,"pond edge","1","2",NA,"no snow","kayaking",0.769230769230769,0,0,0,0,0.230769230769231
"330","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"beaver","chewed stick","n","0.57638888888888895",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"331","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"beaver","castor mound","y","0.58263888888888882",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"332","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"beaver","sticks","y","0.58263888888888882",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"333","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"otter","latrine","y","0.58472222222222225",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"334","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"muskrat","scat","y","0.59027777777777779",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"335","Blackstone",109,2023-02-22,"spring grove pond","John Crockett","N/A",2023-02-22 13:48:00,2023-02-22 14:21:00,"beaver","chewed stick","y","0.59583333333333333",NA,"pond edge","1","2",NA,"no snow","kayaking",0.636363636363636,0,0,0,0,0.363636363636364
"336","Blackstone",216,2023-02-23,"branch river","Chris Boylston","Beaver,Muskrat",2023-02-23 12:10:00,2023-02-23 12:49:00,"Beaver","chewed stick","n","0.50694444444444442",NA,"edge of river","2","lost","recent rain","none","walking",NA,NA,NA,NA,NA,NA
"337","Blackstone",216,2023-02-23,"branch river","Chris Boylston","Beaver,Muskrat",2023-02-23 12:10:00,2023-02-23 12:49:00,"Beaver","chewed stick","n","0.51527777777777783",NA,"edge of river","2","lost","recent rain","none","walking",NA,NA,NA,NA,NA,NA
"338","Blackstone",216,2023-02-23,"branch river","Chris Boylston","Beaver,Muskrat",2023-02-23 12:10:00,2023-02-23 12:49:00,"beaver","chewed stick","y","0.51666666666666672",NA,"edge of river","2","lost","recent rain","none","walking",NA,NA,NA,NA,NA,NA
"339","Blackstone",216,2023-02-23,"branch river","Chris Boylston","Beaver,Muskrat",2023-02-23 12:10:00,2023-02-23 12:49:00,"beaver","chewed tree","y","0.52569444444444446",NA,"edge of river","2","lost","recent rain","none","walking",NA,NA,NA,NA,NA,NA
"340","Blackstone",216,2023-02-23,"branch river","Chris Boylston","Beaver,Muskrat",2023-02-23 12:10:00,2023-02-23 12:49:00,"beaver","chewed sticks","y","0.52777777777777779",NA,"edge of river","2","lost","recent rain","none","walking",NA,NA,NA,NA,NA,NA
"341","Blackstone",216,2023-02-23,"branch river","John Crockett","muskrat",2023-02-23 12:09:00,2023-02-23 13:00:00,"beaver","chewed stick","n","0.50763888888888886",NA,"stream edge","1","1","none","snowing","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"342","Blackstone",216,2023-02-23,"branch river","John Crockett","muskrat",2023-02-23 12:09:00,2023-02-23 13:00:00,"Muskrat?","visual observation","y","0.51597222222222217",NA,"dove into river","1","1","none","snowing","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"343","Blackstone",216,2023-02-23,"branch river","John Crockett","muskrat",2023-02-23 12:09:00,2023-02-23 13:00:00,"beaver","chewed stick","n","0.52986111111111112",NA,"stream edge","1","1","none","snowing","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"344","Blackstone",216,2023-02-23,"branch river","John Crockett","muskrat",2023-02-23 12:09:00,2023-02-23 13:00:00,"muskrat","visual observation","y","0.53749999999999998",NA,"river","1","1","none","snowing","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"345","Blackstone",305,2023-02-27,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-27 10:50:00,2023-02-27 11:25:00,"Muskrat","scat","y","0.4548611111111111",NA,"edge of river","2","1","recent rain","none","kayaking",0.685714285714286,0.0571428571428571,0,0,0,0.257142857142857
"346","Blackstone",305,2023-02-27,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-27 10:50:00,2023-02-27 11:25:00,"beaver","Chewed Tree","y","0.45624999999999999",NA,"edge of river","2","1","recent rain","none","kayaking",0.685714285714286,0.0571428571428571,0,0,0,0.257142857142857
"347","Blackstone",305,2023-02-27,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-27 10:50:00,2023-02-27 11:25:00,"muskrat","scat","n","0.46111111111111108",NA,"edge of river","2","1","recent rain","none","kayaking",0.685714285714286,0.0571428571428571,0,0,0,0.257142857142857
