"","Newtime","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","X","lon","lat","ele","time"
"87",2021-06-14 08:16:00,"Pawcatuck",748,2021-06-14,"Amy Mayer","beaver",1899-12-31 08:07:00,1899-12-31 09:22:00,"beaver","chewed stick","N",1899-12-31 08:16:00,"1","pond edge",3,2,"no recent precip","N","Foot",17414,-71.7052417248,41.4105847478,45.32,"2021-06-14T12:15:36Z"
"88",2021-06-14 08:23:00,"Pawcatuck",748,2021-06-14,"Amy Mayer","beaver",1899-12-31 08:07:00,1899-12-31 09:22:00,"raccoon","track","Y",1899-12-31 08:23:00,"2","pond edge",3,2,"no recent precip","N","Foot",17441,-71.7050146591,41.4107802976,43.88,"2021-06-14T12:22:32Z"
"89",2021-06-14 08:28:00,"Pawcatuck",748,2021-06-14,"Amy Mayer","beaver",1899-12-31 08:07:00,1899-12-31 09:22:00,"raccoon","latrine","N",1899-12-31 08:28:00,"3","pond edge",3,2,"no recent precip","N","Foot",17457,-71.7049298342,41.4108042698,45.8,"2021-06-14T12:28:03Z"
"90",2021-06-14 08:42:00,"Pawcatuck",748,2021-06-14,"Amy Mayer","beaver",1899-12-31 08:07:00,1899-12-31 09:22:00,"beaver","chewed stick","N",1899-12-31 08:42:00,"4","pond edge",3,2,"no recent precip","N","Foot",17504,-71.7047685664,41.4116397779,48.68,"2021-06-14T12:41:45Z"
"91",2021-06-14 08:51:00,"Pawcatuck",748,2021-06-14,"Amy Mayer","beaver",1899-12-31 08:07:00,1899-12-31 09:22:00,"beaver","chewed tree","N",1899-12-31 08:51:00,"5","pond edge",3,2,"no recent precip","N","Foot",17535,-71.7050718237,41.4118313882,51.57,"2021-06-14T12:50:45Z"
"92",2021-06-14 10:58:00,"Quinebaug",9636,2021-06-14,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"beaver","chewed tree","Y",1899-12-31 10:58:00,"7","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"93",2021-06-15 08:53:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"beaver","chewed stick","N",1899-12-31 08:53:00,"1","stream/forest",3,2,"recent rain","N","Foot",24178,-71.6909956746,41.4656529296,32.82,"2021-06-15T12:52:31Z"
"94",2021-06-15 08:54:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"muskrat","scat","Y",1899-12-31 08:54:00,"2","stream/forest",3,2,"recent rain","N","Foot",24182,-71.6909887176,41.4656547736,31.86,"2021-06-15T12:54:01Z"
"95",2021-06-15 08:55:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"beaver","chewed stick","Y",1899-12-31 08:55:00,"3","stream/forest",3,2,"recent rain","N","Foot",24184,-71.6909744684,41.465676818,30.42,"2021-06-15T12:54:37Z"
"96",2021-06-15 09:01:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"otter","latrine","Y",1899-12-31 09:01:00,"4","stream/forest",3,2,"recent rain","N","Foot",24200,-71.6909687687,41.4655265305,24.65,"2021-06-15T13:00:30Z"
"97",2021-06-15 09:06:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"beaver","lodge","N",1899-12-31 09:06:00,"5","stream/forest",3,2,"recent rain","N","Foot",24217,-71.6909586266,41.4654523507,24.65,"2021-06-15T13:05:32Z"
"98",2021-06-15 09:18:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"beaver","chewed stick","N",1899-12-31 09:18:00,"6","stream/forest",3,2,"recent rain","N","Foot",24258,-71.6909329779,41.4650715608,28.98,"2021-06-15T13:17:36Z"
"99",2021-06-15 09:42:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"muskrat","visual encounter","Y",1899-12-31 09:42:00,NA,"stream/forest",3,2,"recent rain","N","Foot",NA,NA,NA,NA,NA
"100",2021-06-15 09:46:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"muskrat","scat","N",1899-12-31 09:46:00,"7","stream/forest",3,2,"recent rain","N","Foot",NA,NA,NA,NA,NA
"101",2021-06-15 10:24:00,"Pawcatuck",2051,2021-06-15,"John Crockett","beaver, muskrat",1899-12-31 08:48:00,1899-12-31 10:34:00,"beaver","lodge","N",1899-12-31 10:24:00,NA,"stream/forest",3,2,"recent rain","N","Foot",NA,NA,NA,NA,NA
"102",2021-06-15 11:03:00,"Quinebaug",9637,2021-06-15,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"otter","scat","Y",1899-12-31 11:03:00,"8","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"103",2021-06-15 11:24:00,"Pawcatuck",2512,2021-06-15,"John Crockett",NA,1899-12-31 11:05:00,1899-12-31 11:57:00,"musk?","scat","Y",1899-12-31 11:24:00,"8","stream/forest",3,2,"recent rain","N","Foot",24378,-71.6861755773,41.4759160671,35.23,"2021-06-15T15:23:41Z"
"104",2021-06-15 11:28:00,"Pawcatuck",2512,2021-06-15,"John Crockett",NA,1899-12-31 11:05:00,1899-12-31 11:57:00,"?","scat","N",1899-12-31 11:28:00,"9","stream/forest",3,2,"recent rain","N","Foot",24389,-71.6860699654,41.4758379478,40.51,"2021-06-15T15:27:45Z"
"105",2021-06-15 11:43:00,"Pawcatuck",2512,2021-06-15,"John Crockett",NA,1899-12-31 11:05:00,1899-12-31 11:57:00,"muskrat","scat","Y",1899-12-31 11:43:00,"10","stream/forest",3,2,"recent rain","N","Foot",24423,-71.6861713026,41.4754664619,41.95,"2021-06-15T15:42:41Z"
"106",2021-06-15 11:57:00,"Pawcatuck",2512,2021-06-15,"John Crockett",NA,1899-12-31 11:05:00,1899-12-31 11:57:00,"otter","latrine","N",1899-12-31 11:57:00,"11,12","stream/forest",3,2,"recent rain","N","Foot",24459,-71.6860396229,41.4755020849,42.44,"2021-06-15T15:56:39Z"
"107",2021-06-15 12:51:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"musk?","scat","Y",1899-12-31 12:51:00,"1,2","stream/shrub swamp",3,2,"recent rain","N","Foot",24590,-71.6905720532,41.4438223466,18.4,"2021-06-15T16:50:31Z"
"108",2021-06-15 13:07:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"beaver","chewed stick","N",1899-12-31 13:07:00,"3","stream/shrub swamp",3,2,"recent rain","N","Foot",24633,-71.6906528547,41.4439236838,20.32,"2021-06-15T17:06:41Z"
"109",2021-06-15 13:38:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"?","scat","Y",1899-12-31 13:38:00,"4","stream/shrub swamp",3,2,"recent rain","N","Foot",24723,-71.6903470829,41.4438232686,25.61,"2021-06-15T17:37:50Z"
"110",2021-06-15 13:40:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"beaver","stump","N",1899-12-31 13:40:00,"5","stream/shrub swamp",3,2,"recent rain","N","Foot",24730,-71.6903278045,41.4439731371,20.32,"2021-06-15T17:39:48Z"
"111",2021-06-15 13:45:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"otter?","track","Y",1899-12-31 13:45:00,"6","stream/shrub swamp",3,2,"recent rain","N","Foot",24745,-71.6903964523,41.444475716,16.48,"2021-06-15T17:44:38Z"
"112",2021-06-15 13:57:00,"Pawcatuck",2000,2021-06-15,"John Crockett","beaver",1899-12-31 12:41:00,1899-12-31 14:03:00,"otter","latrine","Y",1899-12-31 13:57:00,"7","stream/shrub swamp",3,2,"recent rain","N","Foot",24783,-71.6901757568,41.444955999,24.17,"2021-06-15T17:56:50Z"
"113",2021-06-16 11:05:00,"Quinebaug",9638,2021-06-16,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"otter","scat","Y",1899-12-31 11:05:00,"9","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"114",2021-06-17 10:35:00,"Block Island Sound",498,2021-06-17,"John Crockett",NA,1899-12-31 10:30:00,1899-12-31 11:08:00,"otter?","scat","N",1899-12-31 10:35:00,"1","pond edge",3,2,"no recent precip","N","Foot",25479,-71.5087119956,41.4557218831,27.05,"2021-06-17T14:34:38Z"
"115",2021-06-17 10:40:00,"Block Island Sound",498,2021-06-17,"John Crockett",NA,1899-12-31 10:30:00,1899-12-31 11:08:00,"otter","scat","N",1899-12-31 10:40:00,"2,3","pond edge",3,2,"no recent precip","N","Foot",25495,-71.5091274865,41.4554874413,23.21,"2021-06-17T14:39:48Z"
"116",2021-06-17 11:08:00,"Quinebaug",9639,2021-06-17,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"beaver","chewed tree","Y",1899-12-31 11:08:00,"10","shrub swamp",3,2,NA,"N","Foot",25605,-71.511057755,41.4564011525,24.17,"2021-06-17T15:07:31Z"
"117",2021-06-18 08:49:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"beaver","chewed stick","N",1899-12-31 08:49:00,"1","forest/river",3,2,"no recent precip","N","Kayak",26060,-71.7201199383,41.5957022645,43.4,"2021-06-18T12:48:44Z"
"118",2021-06-18 09:04:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"beaver","chewed stick","Y",1899-12-31 09:04:00,"2","forest/river",3,2,"no recent precip","N","Kayak",26104,-71.7200175952,41.596270306,41.47,"2021-06-18T13:03:48Z"
"119",2021-06-18 09:23:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"beaver","lodge","N",1899-12-31 09:23:00,"3","shrub swamp",3,2,"no recent precip","N","Kayak",26150,-71.7196234781,41.596518578,47.24,"2021-06-18T13:22:33Z"
"120",2021-06-18 09:29:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"muskrat","scat","N",1899-12-31 09:29:00,"4","shrub swamp",3,2,"no recent precip","N","Kayak",26165,-71.7196941376,41.5968375094,44.84,"2021-06-18T13:28:43Z"
"121",2021-06-18 09:37:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"muskrat","scat","N",1899-12-31 09:37:00,"5","forest/river",3,2,"no recent precip","N","Kayak",26185,-71.7198612727,41.5960622672,44.84,"2021-06-18T13:36:38Z"
"122",2021-06-18 10:01:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"beaver","chewed tree","N",1899-12-31 10:01:00,"6","forest/river",3,2,"no recent precip","N","Kayak",26254,-71.7200290784,41.5952264238,52.53,"2021-06-18T14:00:49Z"
"123",2021-06-18 10:29:00,"Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",1899-12-31 08:48:00,1899-12-31 10:42:00,"beaver","chewed stick","N",1899-12-31 10:29:00,"7","forest/river",3,2,"no recent precip","N","Kayak",26328,-71.7203628458,41.59459644,51.57,"2021-06-18T14:28:40Z"
"124",2021-06-18 11:27:00,"Quinebaug",9640,2021-06-18,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"beaver","dam","Y",1899-12-31 11:27:00,"11","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"125",2021-06-18 11:38:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"musk?","chewed veg","Y",1899-12-31 11:38:00,"1","forest/river",3,2,"no recent precip","N","Kayak",26388,-71.7149623018,41.5648097545,58.3,"2021-06-18T15:37:38Z"
"126",2021-06-18 11:40:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"beaver","chewed stick","Y",1899-12-31 11:40:00,NA,"forest/river",3,2,"no recent precip","N","Kayak",26394,-71.7148190551,41.5649493132,50.13,"2021-06-18T15:39:39Z"
"127",2021-06-18 11:49:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"otter","chewed shell","N",1899-12-31 11:49:00,"2","forest/river",3,2,"no recent precip","N","Kayak",26418,-71.7145717889,41.5649427753,42.92,"2021-06-18T15:48:51Z"
"128",2021-06-18 11:56:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"beaver","chewed stick","N",1899-12-31 11:56:00,"3","forest/river",3,2,"no recent precip","N","Kayak",26435,-71.7150664888,41.5647444595,49.16,"2021-06-18T15:55:30Z"
"129",2021-06-18 12:06:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"beaver","chewed stick","Y",1899-12-31 12:06:00,"4","forest/river",3,2,"no recent precip","N","Kayak",26462,-71.7147864494,41.5639227815,53.97,"2021-06-18T16:05:31Z"
"130",2021-06-18 12:27:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"beaver","chewed stick","Y",1899-12-31 12:27:00,"5","forest/river",3,2,"no recent precip","N","Kayak",26515,-71.7140750773,41.5630177036,45.8,"2021-06-18T16:26:30Z"
"131",2021-06-18 12:28:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"muskrat","scat","N",1899-12-31 12:28:00,"6","forest/river",3,2,"no recent precip","N","Kayak",26518,-71.7141735647,41.5631730203,48.2,"2021-06-18T16:27:35Z"
"132",2021-06-18 12:36:00,"Pawcatuck",1519,2021-06-18,"John Crockett","beaver, otter",1899-12-31 11:34:00,1899-12-31 12:43:00,"muskrat","scat","Y",1899-12-31 12:36:00,NA,"forest/river",3,2,"no recent precip","N","Kayak",26536,-71.7145472299,41.5637143236,51.09,"2021-06-18T16:35:32Z"
"133",2021-06-18 13:02:00,"Pawcatuck",1517,2021-06-18,"John Crockett","beaver",1899-12-31 13:02:00,1899-12-31 13:19:00,"beaver","chewed stick","N",1899-12-31 13:02:00,"1","forest/river",3,2,"no recent precip","N","Kayak",26612,-71.7151114158,41.5670297015,32.82,"2021-06-18T17:01:34Z"
"134",2021-06-18 13:07:00,"Pawcatuck",1517,2021-06-18,"John Crockett","beaver",1899-12-31 13:02:00,1899-12-31 13:19:00,"beaver","chewed stick","Y",1899-12-31 13:07:00,"2","forest/river",3,2,"no recent precip","N","Kayak",26624,-71.7153838277,41.5674914606,35.71,"2021-06-18T17:06:34Z"
"135",2021-06-18 13:11:00,"Pawcatuck",1517,2021-06-18,"John Crockett","beaver",1899-12-31 13:02:00,1899-12-31 13:19:00,"?","track","Y",1899-12-31 13:11:00,"3","forest/river",3,2,"no recent precip","N","Kayak",26634,-71.7155224644,41.5677051153,34.26,"2021-06-18T17:10:40Z"
"136",2021-06-18 13:14:00,"Pawcatuck",1517,2021-06-18,"John Crockett","beaver",1899-12-31 13:02:00,1899-12-31 13:19:00,"beaver","lodge","Y",1899-12-31 13:14:00,"4","forest/river",3,2,"no recent precip","N","Kayak",26640,-71.715416098,41.5677343681,36.19,"2021-06-18T17:13:31Z"
"137",2021-06-18 13:16:00,"Pawcatuck",1517,2021-06-18,"John Crockett","beaver",1899-12-31 13:02:00,1899-12-31 13:19:00,"muskrat","scat","N",1899-12-31 13:16:00,"5","forest/river",3,2,"no recent precip","N","Kayak",26646,-71.7157814652,41.5676359646,40.03,"2021-06-18T17:15:55Z"
"138",2021-06-19 11:32:00,"Quinebaug",9641,2021-06-19,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"beaver","chewed tree","N",1899-12-31 11:32:00,"12","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"139",2021-06-20 11:37:00,"Quinebaug",9642,2021-06-20,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"otter","scat","N",1899-12-31 11:37:00,"13","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"140",2021-06-21 09:46:00,"Pawcatuck",4046,2021-06-21,"John Crockett","beaver",1899-12-31 08:48:00,1899-12-31 10:19:00,"beaver","chewed stick","N",1899-12-31 09:46:00,"1","shrub swamp",2,2,"recent rain","N","Foot",27711,-71.5802869946,41.6148289293,85.21,"2021-06-21T13:45:46Z"
"141",2021-06-21 09:56:00,"Pawcatuck",4046,2021-06-21,"John Crockett","beaver",1899-12-31 08:48:00,1899-12-31 10:19:00,"beaver","chewed stick","N",1899-12-31 09:56:00,"2","shrub swamp",2,2,"recent rain","N","Foot",27739,-71.580387326,41.6153317597,87.62,"2021-06-21T13:55:53Z"
"142",2021-06-21 10:06:00,"Pawcatuck",4046,2021-06-21,"John Crockett","beaver",1899-12-31 08:48:00,1899-12-31 10:19:00,"beaver","chewed stick","N",1899-12-31 10:06:00,"3","shrub swamp",2,2,"recent rain","N","Foot",27766,-71.5811278671,41.6158697102,93.39,"2021-06-21T14:05:41Z"
"143",2021-06-21 10:17:00,"Pawcatuck",4046,2021-06-21,"John Crockett","beaver",1899-12-31 08:48:00,1899-12-31 10:19:00,"otter","scat","N",1899-12-31 10:17:00,"4","shrub swamp",2,2,"recent rain","N","Foot",27797,-71.5816030372,41.616281094,90.98,"2021-06-21T14:16:46Z"
"144",2021-06-21 11:40:00,"Quinebaug",9643,2021-06-21,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"otter","scat","N",1899-12-31 11:40:00,"14","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"145",2021-06-22 09:15:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed tree","N",1899-12-31 09:15:00,"1","swamp/pond",3,2,NA,"N","Foot",29875,-71.791191604,41.994955698,211.15,"2021-06-22T13:14:30Z"
"146",2021-06-22 09:20:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"muskrat","scat","N",1899-12-31 09:20:00,"2","swamp/pond",3,2,NA,"N","Foot",29892,-71.7915329989,41.9945650175,203.94,"2021-06-22T13:19:42Z"
"147",2021-06-22 09:25:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed stick","N",1899-12-31 09:25:00,"3","swamp/pond",3,2,NA,"N","Foot",29907,-71.7914931849,41.9944351818,207.78,"2021-06-22T13:24:42Z"
"148",2021-06-22 09:35:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed stick","N",1899-12-31 09:35:00,"4","swamp/pond",3,2,NA,"N","Foot",29936,-71.7916192487,41.9942182582,207.78,"2021-06-22T13:34:38Z"
"149",2021-06-22 09:45:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed tree","N",1899-12-31 09:45:00,"5","swamp/pond",3,2,NA,"N","Foot",29967,-71.7910576612,41.9940387178,206.82,"2021-06-22T13:44:32Z"
"150",2021-06-22 09:45:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"otter","scat","N",1899-12-31 09:45:00,"6","swamp/pond",3,2,NA,"N","Foot",29967,-71.7910576612,41.9940387178,206.82,"2021-06-22T13:44:32Z"
"151",2021-06-22 09:53:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"muskrat","track","Y",1899-12-31 09:53:00,"7","swamp/pond",3,2,NA,"N","Foot",29990,-71.7908419948,41.994207697,203.46,"2021-06-22T13:52:46Z"
"152",2021-06-22 09:55:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"muskrat","track","Y",1899-12-31 09:55:00,"8","swamp/pond",3,2,NA,"N","Foot",29995,-71.7907336168,41.994164614,204.9,"2021-06-22T13:54:53Z"
"153",2021-06-22 09:59:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed stick","Y",1899-12-31 09:59:00,"9","swamp/pond",3,2,NA,"N","Foot",30003,-71.7907099798,41.9942250475,200.57,"2021-06-22T13:58:36Z"
"154",2021-06-22 10:14:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed stick","Y",1899-12-31 10:14:00,"10","swamp/pond",3,2,NA,"N","Foot",30046,-71.7904378194,41.9933937304,202.01,"2021-06-22T14:13:50Z"
"155",2021-06-22 10:27:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"otter","scat","Y",1899-12-31 10:27:00,"11","swamp/pond",3,2,NA,"N","Foot",30081,-71.7901292816,41.992743127,196.25,"2021-06-22T14:26:49Z"
"156",2021-06-22 10:28:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"beaver","chewed branch","N",1899-12-31 10:28:00,"12","swamp/pond",3,2,NA,"N","Foot",30083,-71.7901484761,41.9927603938,197.69,"2021-06-22T14:27:33Z"
"157",2021-06-22 10:30:00,"Quinebaug",10392,2021-06-22,"Kylie Rezendes","beaver",1899-12-31 09:08:00,1899-12-31 10:34:00,"muskrat","track","Y",1899-12-31 10:30:00,"13","swamp/pond",3,2,NA,"N","Foot",30089,-71.7900889646,41.9926457293,200.57,"2021-06-22T14:29:50Z"
"158",2021-06-22 11:46:00,"Quinebaug",9644,2021-06-22,"Kylie Rezendes",NA,1899-12-31 10:21:00,1899-12-31 11:52:00,"otter","scat","Y",1899-12-31 11:46:00,"15","shrub swamp",3,2,NA,"N","Foot",NA,NA,NA,NA,NA
"159",2021-06-22 12:47:00,"Quinebaug",9698,2021-06-22,"Kylie Rezendes",NA,1899-12-31 12:35:00,1899-12-31 13:02:00,"beaver","chewed tree","N",1899-12-31 12:47:00,"1","pond",3,2,NA,"N","Foot",30364,-71.7936614156,41.8223917577,178.46,"2021-06-22T16:46:30Z"
"160",2021-06-22 12:49:00,"Quinebaug",9698,2021-06-22,"Kylie Rezendes",NA,1899-12-31 12:35:00,1899-12-31 13:02:00,"muskrat","scat","N",1899-12-31 12:49:00,"2","pond",3,2,NA,"N","Foot",30370,-71.7935384531,41.8223630916,178.46,"2021-06-22T16:48:41Z"
"161",2021-06-22 12:57:00,"Quinebaug",9698,2021-06-22,"Kylie Rezendes",NA,1899-12-31 12:35:00,1899-12-31 13:02:00,"muskrat","scat","Y",1899-12-31 12:57:00,"3","pond",3,2,NA,"N","Foot",30389,-71.7936208472,41.8222754169,184.71,"2021-06-22T16:56:37Z"
"162",2021-06-22 13:01:00,"Quinebaug",9698,2021-06-22,"Kylie Rezendes",NA,1899-12-31 12:35:00,1899-12-31 13:02:00,"beaver","chewed stick","N",1899-12-31 13:01:00,"4","pond",3,2,NA,"N","Foot",30399,-71.7935651913,41.8221854791,177.02,"2021-06-22T17:00:42Z"
"163",2021-06-23 08:29:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"?","chewed veg","Y",1899-12-31 08:29:00,"1","pond",2,2,"recent rain","N","Foot",32993,-71.752478024,41.7373771314,127.99,"2021-06-23T12:28:30Z"
"164",2021-06-23 08:38:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"beaver","chewed tree","Y",1899-12-31 08:38:00,"2","pond",2,2,"recent rain","N","Foot",33022,-71.7525089532,41.7379408143,127.51,"2021-06-23T12:37:32Z"
"165",2021-06-23 08:43:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"otter","latrine","N",1899-12-31 08:43:00,"3","pond",2,2,"recent rain","N","Foot",33039,-71.7516667396,41.7377207056,130.4,"2021-06-23T12:42:43Z"
"166",2021-06-23 08:56:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"beaver","chewed stick","N",1899-12-31 08:56:00,"4","shrub swamp",2,2,"recent rain","N","Foot",33075,-71.751963459,41.7379320972,127.99,"2021-06-23T12:55:44Z"
"167",2021-06-23 09:08:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"beaver","chewed stick","N",1899-12-31 09:08:00,NA,"shrub swamp",2,2,"recent rain","N","Foot",33107,-71.7522045225,41.7381060217,131.84,"2021-06-23T13:08:01Z"
"168",2021-06-23 09:17:00,"Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",1899-12-31 08:25:00,1899-12-31 09:19:00,"beaver","smell of castor",NA,1899-12-31 09:17:00,NA,"pond",2,2,"recent rain","N","Foot",33131,-71.7523326818,41.7380491924,129.92,"2021-06-23T13:16:45Z"
"169",2021-06-23 12:34:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"musk?","scat","N",1899-12-31 12:34:00,"1","stream",2,2,"recent rain","N","Foot",33699,-71.7070290819,41.6897635628,135.68,"2021-06-23T16:33:41Z"
"170",2021-06-23 12:44:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"muskrat","scat","N",1899-12-31 12:44:00,"2","stream",2,2,"recent rain","N","Foot",33732,-71.7077334132,41.6896323022,138.57,"2021-06-23T16:43:33Z"
"171",2021-06-23 12:45:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"beaver","chewed stick","N",1899-12-31 12:45:00,"3","stream",2,2,"recent rain","N","Foot",33736,-71.7076998856,41.6897322983,137.13,"2021-06-23T16:44:39Z"
"172",2021-06-23 13:05:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"beaver","chewed stick","y",1899-12-31 13:05:00,"4","stream",2,2,"recent rain","N","Foot",33790,-71.7084047198,41.6893642489,126.55,"2021-06-23T17:04:42Z"
"173",2021-06-23 13:12:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"otter","latrine","Y",1899-12-31 13:12:00,"5,6","stream",2,2,"recent rain","N","Foot",33807,-71.7083279416,41.6892250255,138.09,"2021-06-23T17:11:55Z"
